,Bid,Ask,Open Int,time to maturity (years),log_moneyness,strike,Mid,inv_spread
4755,2.4,2.7,5,0.07397260273972603,0.05995135713066503,2900,2.55,3.3333333333333304
4191,3.4,3.7,195,0.06027397260273973,0.04606224496999791,2860,3.55,3.3333333333333304
3495,3.9,4.2,174,0.049315068493150684,0.03551733179338311,2830,4.05,3.3333333333333304
3507,2.05,2.35,53,0.049315068493150684,0.04606224496999791,2860,2.2,3.3333333333333304
4497,2.3,2.6,10,0.0684931506849315,0.05649712226257753,2890,2.45,3.3333333333333304
4195,2.9,3.2,520,0.06027397260273973,0.049552649909766586,2870,3.05,3.3333333333333304
7005,2.8,3.1,194,0.11506849315068493,0.0719480734182966,2935,2.95,3.3333333333333304
5685,3.3,3.6,334,0.07945205479452055,0.05649712226257753,2890,3.45,3.3333333333333304
3805,2.05,2.35,21,0.0547945205479452,0.05129329438755048,2875,2.2,3.3333333333333304
3155,2.8,3.1,274,0.0410958904109589,0.03728255731795211,2835,2.95,3.3333333333333304
6603,2.55,2.85,456,0.09863013698630137,0.07024304316721268,2930,2.7,3.3333333333333304
5677,3.9,4.2,427,0.07945205479452055,0.05303091428609136,2880,4.05,3.3333333333333304
2739,6.1,6.4,978,0.03561643835616438,0.023072726745299203,2795,6.25,3.3333333333333255
3779,7.6,7.9,18,0.0547945205479452,0.028425103483891143,2810,7.75,3.3333333333333255
4741,12.0,12.3,45,0.07397260273972603,0.026644159112896304,2805,12.15,3.3333333333333255
8531,5.6,5.9,693,0.17534246575342466,0.06853510082205669,2925,5.75,3.3333333333333255
2743,4.6,4.9,1301,0.03561643835616438,0.026644159112896304,2805,4.75,3.3333333333333255
8619,1.35,1.7,47,0.17534246575342466,0.10545204464969829,3035,1.525,2.857142857142858
8623,1.3,1.65,253,0.17534246575342466,0.10709813555636712,3040,1.475,2.857142857142858
8633,1.1,1.45,120,0.17534246575342466,0.11202021276179545,3055,1.275,2.857142857142858
8637,1.05,1.4,52,0.17534246575342466,0.11365553610252609,3060,1.225,2.857142857142858
8679,0.5,0.85,432,0.17534246575342466,0.13946342005839868,3140,0.675,2.857142857142857
8647,0.9,1.25,208,0.17534246575342466,0.1185455213967179,3075,1.075,2.857142857142857
8687,0.35,0.7,161,0.17534246575342466,0.15054825248289178,3175,0.5249999999999999,2.857142857142857
8651,0.85,1.2,122,0.17534246575342466,0.12017021712371988,3080,1.025,2.857142857142857
8663,0.65,1.0,651,0.17534246575342466,0.1298633463293796,3110,0.825,2.857142857142857
8667,0.55,0.9,53,0.17534246575342466,0.13307362195962777,3120,0.7250000000000001,2.857142857142857
8671,0.55,0.9,128,0.17534246575342466,0.13467490332660167,3125,0.7250000000000001,2.857142857142857
8683,0.45,0.8,474,0.17534246575342466,0.14264307297577852,3150,0.625,2.8571428571428568
771,2.0,2.35,709,0.0027397260273972603,0.008658062743114531,2755,2.175,2.8571428571428563
8575,2.65,3.0,235,0.17534246575342466,0.08716392065554977,2980,2.825,2.8571428571428563
8631,1.15,1.5,187,0.17534246575342466,0.11038221075755698,3050,1.325,2.8571428571428563
8615,1.45,1.8,84,0.17534246575342466,0.1038032396595146,3030,1.625,2.8571428571428563
767,2.85,3.2,3107,0.0027397260273972603,0.006841531816716784,2750,3.0250000000000004,2.8571428571428563
8659,0.7,1.05,2679,0.17534246575342466,0.12664273162933723,3100,0.875,2.8571428571428563
8655,0.75,1.1,201,0.17534246575342466,0.12341171104789082,3090,0.925,2.8571428571428563
8627,1.2,1.55,308,0.17534246575342466,0.1087415213000972,3045,1.375,2.8571428571428563
8643,0.95,1.3,7,0.17534246575342466,0.11691818173734261,3070,1.125,2.8571428571428563
8639,1.0,1.35,157,0.17534246575342466,0.11528818952641148,3065,1.175,2.8571428571428563
8591,2.05,2.4,2013,0.17534246575342466,0.09385290880634647,3000,2.2249999999999996,2.8571428571428563
2377,10.3,10.7,43,0.030136986301369864,0.012281255112534788,2765,10.5,2.500000000000009
4731,18.8,19.2,1275,0.07397260273972603,0.01769154784078239,2780,19.0,2.500000000000009
4729,20.5,20.9,6,0.07397260273972603,0.01589136733663466,2775,20.7,2.500000000000009
3479,9.8,10.2,374,0.049315068493150684,0.021282215971511115,2790,10.0,2.500000000000009
2379,8.8,9.2,2144,0.030136986301369864,0.01408794033748388,2770,9.0,2.500000000000009
8499,9.8,10.2,65,0.17534246575342466,0.054765520098299755,2885,10.0,2.500000000000009
5637,8.8,9.2,900,0.07945205479452055,0.03551733179338311,2830,9.0,2.500000000000009
1627,9.3,9.7,4396,0.01643835616438356,0.006841531816716784,2750,9.5,2.500000000000009
4169,9.8,10.2,289,0.06027397260273973,0.026644159112896304,2805,10.0,2.500000000000009
6987,5.4,5.8,373,0.11506849315068493,0.05649712226257753,2890,5.6,2.5000000000000036
6589,4.2,4.6,319,0.09863013698630137,0.058225731163195384,2895,4.4,2.5000000000000036
3145,5.2,5.6,554,0.0410958904109589,0.028425103483891143,2810,5.4,2.5000000000000036
3141,6.7,7.1,3335,0.0410958904109589,0.02486003731939504,2800,6.9,2.5000000000000036
3485,6.9,7.3,37,0.049315068493150684,0.026644159112896304,2805,7.1,2.5000000000000036
3143,5.9,6.3,222,0.0410958904109589,0.026644159112896304,2805,6.1,2.5000000000000036
8555,3.7,4.1,27,0.17534246575342466,0.07873927099629824,2955,3.9,2.5000000000000036
6573,7.7,8.1,210,0.09863013698630137,0.04431246324621036,2855,7.9,2.5000000000000036
6981,6.7,7.1,2841,0.11506849315068493,0.05129329438755048,2875,6.9,2.5000000000000036
4189,3.7,4.1,115,0.06027397260273973,0.04431246324621036,2855,3.9,2.5000000000000036
5645,7.4,7.8,477,0.07945205479452055,0.03904467231135147,2840,7.6,2.5000000000000036
2741,5.2,5.6,17206,0.03561643835616438,0.02486003731939504,2800,5.4,2.5000000000000036
6997,3.7,4.1,226,0.11506849315068493,0.06511043994069242,2915,3.9,2.5000000000000036
6085,6.7,7.1,86,0.08767123287671233,0.0425596144187959,2850,6.9,2.5000000000000036
6087,4.4,4.8,1,0.08767123287671233,0.05129329438755048,2875,4.6,2.5000000000000036
6583,5.2,5.6,62,0.09863013698630137,0.05303091428609136,2880,5.4,2.5000000000000036
4177,6.7,7.1,7653,0.06027397260273973,0.033748984736641036,2825,6.9,2.5000000000000036
8551,3.9,4.3,666,0.17534246575342466,0.0770457904899653,2950,4.1,2.5000000000000004
8567,3.0,3.4,455,0.17534246575342466,0.08380257295284499,2970,3.2,2.5000000000000004
2035,3.6,4.0,1180,0.021917808219178082,0.021282215971511115,2790,3.8,2.5000000000000004
8563,3.2,3.6,128,0.17534246575342466,0.08211765258792564,2965,3.4000000000000004,2.5000000000000004
8559,3.4,3.8,467,0.17534246575342466,0.08042988847420579,2960,3.5999999999999996,2.5000000000000004
8611,1.5,1.9,1141,0.17534246575342466,0.10215171162104154,3025,1.7,2.5000000000000004
8595,1.9,2.3,3,0.17534246575342466,0.09551818812540776,3005,2.0999999999999996,2.5000000000000004
2037,3.0,3.4,523,0.021917808219178082,0.023072726745299203,2795,3.2,2.5000000000000004
8607,1.6,2.0,159,0.17534246575342466,0.10049745152501495,3020,1.8,2.5000000000000004
8579,2.45,2.85,27,0.17534246575342466,0.08884036698280218,2985,2.6500000000000004,2.5000000000000004
7331,1.6,2.0,2,0.136986301369863,0.0905140075408319,2990,1.8,2.5000000000000004
6307,3.4,3.8,7,0.09315068493150686,0.05995135713066503,2900,3.5999999999999996,2.5000000000000004
7309,3.6,4.0,245,0.136986301369863,0.07024304316721268,2930,3.8,2.5000000000000004
7335,1.05,1.45,43,0.136986301369863,0.10215171162104154,3025,1.25,2.5000000000000004
3153,3.1,3.5,1397,0.0410958904109589,0.03551733179338311,2830,3.3,2.5000000000000004
763,3.9,4.3,663,0.0027397260273972603,0.005021695099730731,2745,4.1,2.5000000000000004
7621,1.65,2.05,1,0.15616438356164383,0.09385290880634647,3000,1.8499999999999999,2.5000000000000004
6591,3.9,4.3,2938,0.09863013698630137,0.05995135713066503,2900,4.1,2.5000000000000004
7307,3.9,4.3,56,0.136986301369863,0.06853510082205669,2925,4.1,2.5000000000000004
7001,3.2,3.6,2466,0.11506849315068493,0.06853510082205669,2925,3.4000000000000004,2.5000000000000004
3151,3.5,3.9,5211,0.0410958904109589,0.033748984736641036,2825,3.7,2.5000000000000004
7321,2.4,2.8,52,0.136986301369863,0.08042988847420579,2960,2.5999999999999996,2.5000000000000004
6593,3.6,4.0,48,0.09863013698630137,0.061674010442111314,2905,3.8,2.5000000000000004
6597,3.1,3.5,694,0.09863013698630137,0.06511043994069242,2915,3.3,2.5000000000000004
7341,0.45,0.85,60,0.136986301369863,0.12664273162933723,3100,0.65,2.5
7339,0.6,1.0,2,0.136986301369863,0.1185455213967179,3075,0.8,2.5
8695,0.15,0.55,254,0.17534246575342466,0.17389561647988283,3250,0.35000000000000003,2.5
8691,0.25,0.65,472,0.17534246575342466,0.15839142994391764,3200,0.45,2.5
8675,0.5,0.9,218,0.17534246575342466,0.13627362469029858,3130,0.7,2.5
8603,1.7,2.1,729,0.17534246575342466,0.09884045031738557,3015,1.9,2.499999999999999
7329,1.8,2.2,2,0.136986301369863,0.08716392065554977,2980,2.0,2.499999999999999
7333,1.4,1.8,10,0.136986301369863,0.09385290880634647,3000,1.6,2.499999999999999
8599,1.8,2.2,86,0.17534246575342466,0.09718069889902109,3010,2.0,2.499999999999999
7327,1.95,2.35,2,0.136986301369863,0.0854846591358299,2975,2.15,2.499999999999999
8503,9.1,9.5,1518,0.17534246575342466,0.05649712226257753,2890,9.3,2.499999999999998
7301,4.8,5.2,475,0.136986301369863,0.06339370132163799,2910,5.0,2.499999999999998
4485,3.8,4.2,129,0.0684931506849315,0.04606224496999791,2860,4.0,2.499999999999998
6587,4.5,4.9,49,0.09863013698630137,0.05649712226257753,2890,4.7,2.499999999999998
6579,6.1,6.5,402,0.09863013698630137,0.049552649909766586,2870,6.3,2.499999999999998
6969,10.7,11.1,304,0.11506849315068493,0.04080368771653112,2845,10.899999999999999,2.499999999999998
6577,6.6,7.0,89,0.09863013698630137,0.047808970304939656,2865,6.8,2.499999999999998
6991,4.6,5.0,18267,0.11506849315068493,0.05995135713066503,2900,4.8,2.499999999999998
6989,5.0,5.4,947,0.11506849315068493,0.058225731163195384,2895,5.2,2.499999999999998
3139,7.6,8.0,292,0.0410958904109589,0.023072726745299203,2795,7.8,2.499999999999998
3147,4.6,5.0,693,0.0410958904109589,0.03020288172989053,2815,4.8,2.499999999999998
3149,4.0,4.4,1302,0.0410958904109589,0.03197750508825891,2820,4.2,2.499999999999998
6985,5.8,6.2,101,0.11506849315068493,0.054765520098299755,2885,6.0,2.499999999999998
6979,7.3,7.7,343,0.11506849315068493,0.049552649909766586,2870,7.5,2.499999999999998
8495,10.5,10.9,1170,0.17534246575342466,0.05303091428609136,2880,10.7,2.499999999999998
3481,8.7,9.1,15,0.049315068493150684,0.023072726745299203,2795,8.899999999999999,2.499999999999998
8507,8.5,8.9,33,0.17534246575342466,0.058225731163195384,2895,8.7,2.499999999999998
8511,7.9,8.3,897,0.17534246575342466,0.05995135713066503,2900,8.100000000000001,2.499999999999998
8543,4.5,4.9,184,0.17534246575342466,0.07365020148882694,2940,4.7,2.499999999999998
6971,9.9,10.3,13122,0.11506849315068493,0.0425596144187959,2850,10.100000000000001,2.499999999999998
6993,4.3,4.7,145,0.11506849315068493,0.061674010442111314,2905,4.5,2.499999999999998
2381,7.6,8.0,486,0.030136986301369864,0.01589136733663466,2775,7.8,2.499999999999998
4739,13.1,13.5,3891,0.07397260273972603,0.02486003731939504,2800,13.3,2.499999999999998
6575,7.1,7.5,261,0.09863013698630137,0.04606224496999791,2860,7.3,2.499999999999998
6571,8.4,8.8,12002,0.09863013698630137,0.0425596144187959,2850,8.600000000000001,2.499999999999998
7319,2.55,2.95,108,0.136986301369863,0.07873927099629824,2955,2.75,2.499999999999998
2735,8.0,8.4,3122,0.03561643835616438,0.019488493517484117,2785,8.2,2.499999999999998
2385,5.5,5.9,95,0.030136986301369864,0.019488493517484117,2785,5.7,2.499999999999998
6569,9.0,9.4,88,0.09863013698630137,0.04080368771653112,2845,9.2,2.499999999999998
2731,10.5,10.9,6587,0.03561643835616438,0.01589136733663466,2775,10.7,2.499999999999998
7303,4.5,4.9,11,0.136986301369863,0.06511043994069242,2915,4.7,2.499999999999998
6983,6.3,6.7,483,0.11506849315068493,0.05303091428609136,2880,6.5,2.499999999999998
6975,8.5,8.9,228,0.11506849315068493,0.04606224496999791,2860,8.7,2.499999999999998
4179,6.0,6.4,1187,0.06027397260273973,0.03551733179338311,2830,6.2,2.499999999999998
1625,11.2,11.6,138,0.01643835616438356,0.005021695099730731,2745,11.399999999999999,2.499999999999998
8571,2.8,3.2,1057,0.17534246575342466,0.0854846591358299,2975,3.0,2.499999999999998
6581,5.6,6.0,125,0.09863013698630137,0.05129329438755048,2875,5.8,2.499999999999998
2031,5.1,5.5,376,0.021917808219178082,0.01769154784078239,2780,5.3,2.499999999999998
4173,8.1,8.5,173,0.06027397260273973,0.03020288172989053,2815,8.3,2.499999999999998
2027,7.3,7.7,6673,0.021917808219178082,0.01408794033748388,2770,7.5,2.499999999999998
2025,8.6,9.0,462,0.021917808219178082,0.012281255112534788,2765,8.8,2.499999999999998
4171,8.9,9.3,1208,0.06027397260273973,0.028425103483891143,2810,9.100000000000001,2.499999999999998
4165,12.0,12.4,147,0.06027397260273973,0.023072726745299203,2795,12.2,2.499999999999998
4161,14.6,15.0,2734,0.06027397260273973,0.019488493517484117,2785,14.8,2.499999999999998
6595,3.3,3.7,410,0.09863013698630137,0.06339370132163799,2910,3.5,2.499999999999998
4477,5.5,5.9,65,0.0684931506849315,0.03904467231135147,2840,5.7,2.499999999999998
4479,5.0,5.4,3,0.0684931506849315,0.04080368771653112,2845,5.2,2.499999999999998
4481,4.6,5.0,5,0.0684931506849315,0.0425596144187959,2850,4.8,2.499999999999998
2033,4.3,4.7,2215,0.021917808219178082,0.019488493517484117,2785,4.5,2.499999999999998
6585,4.8,5.2,79,0.09863013698630137,0.054765520098299755,2885,5.0,2.499999999999998
4187,4.1,4.5,6521,0.06027397260273973,0.0425596144187959,2850,4.3,2.499999999999998
7297,5.6,6.0,122,0.136986301369863,0.05995135713066503,2900,5.8,2.499999999999998
5649,6.8,7.2,393,0.07945205479452055,0.04080368771653112,2845,7.0,2.499999999999998
3773,10.4,10.8,59,0.0547945205479452,0.023072726745299203,2795,10.600000000000001,2.499999999999998
6305,5.1,5.5,2,0.09315068493150686,0.05129329438755048,2875,5.3,2.499999999999998
4175,7.3,7.7,382,0.06027397260273973,0.03197750508825891,2820,7.5,2.499999999999998
5641,8.1,8.5,221,0.07945205479452055,0.03728255731795211,2835,8.3,2.499999999999998
4185,4.5,4.9,553,0.06027397260273973,0.04080368771653112,2845,4.7,2.499999999999998
5633,9.6,10.0,1574,0.07945205479452055,0.033748984736641036,2825,9.8,2.499999999999998
7295,6.0,6.4,4,0.136986301369863,0.058225731163195384,2895,6.2,2.499999999999998
8583,2.3,2.7,219,0.17534246575342466,0.0905140075408319,2990,2.5,2.499999999999998
7619,2.3,2.7,1,0.15616438356164383,0.0854846591358299,2975,2.5,2.499999999999998
5629,10.4,10.8,397,0.07945205479452055,0.03197750508825891,2820,10.600000000000001,2.499999999999998
4735,15.7,16.1,128,0.07397260273972603,0.021282215971511115,2790,15.9,2.4999999999999867
7323,2.2,2.65,1300,0.136986301369863,0.08211765258792564,2965,2.425,2.2222222222222237
7337,0.75,1.2,5,0.136986301369863,0.11038221075755698,3050,0.975,2.2222222222222223
7625,0.5,0.95,16,0.15616438356164383,0.12664273162933723,3100,0.725,2.2222222222222223
7325,2.05,2.5,366,0.136986301369863,0.08380257295284499,2970,2.275,2.2222222222222214
8471,15.9,16.4,476,0.17534246575342466,0.0425596144187959,2850,16.15,2.000000000000007
7305,4.1,4.6,38,0.136986301369863,0.06682423641842718,2920,4.35,2.0
7615,4.6,5.1,4,0.15616438356164383,0.06853510082205669,2925,4.85,2.0
7609,10.2,10.7,14,0.15616438356164383,0.049552649909766586,2870,10.45,2.0
7299,5.2,5.7,662,0.136986301369863,0.061674010442111314,2905,5.45,2.0
4469,8.0,8.5,52,0.0684931506849315,0.03197750508825891,2820,8.25,2.0
4473,6.6,7.1,30,0.0684931506849315,0.03551733179338311,2830,6.85,2.0
7611,9.5,10.0,4,0.15616438356164383,0.05129329438755048,2875,9.75,2.0
7311,3.3,3.8,58,0.136986301369863,0.0719480734182966,2935,3.55,2.0
7613,6.6,7.1,9,0.15616438356164383,0.05995135713066503,2900,6.85,2.0
7313,3.1,3.6,33,0.136986301369863,0.07365020148882694,2940,3.35,2.0
7315,2.9,3.4,6,0.136986301369863,0.07534943724178679,2945,3.15,2.0
5613,14.7,15.2,3675,0.07945205479452055,0.02486003731939504,2800,14.95,2.0
7291,6.9,7.4,260,0.136986301369863,0.054765520098299755,2885,7.15,2.0
7289,7.5,8.0,21,0.136986301369863,0.05303091428609136,2880,7.75,2.0
7287,8.0,8.5,31,0.136986301369863,0.05129329438755048,2875,8.25,2.0
7317,2.7,3.2,24,0.136986301369863,0.0770457904899653,2950,2.95,2.0
7285,8.7,9.2,288,0.136986301369863,0.049552649909766586,2870,8.95,2.0
5609,16.0,16.5,290,0.07945205479452055,0.023072726745299203,2795,16.25,2.0
5617,13.4,13.9,243,0.07945205479452055,0.026644159112896304,2805,13.65,2.0
7281,10.1,10.6,4,0.136986301369863,0.04606224496999791,2860,10.35,2.0
7607,11.8,12.3,16,0.15616438356164383,0.04606224496999791,2860,12.05,2.0
4465,9.7,10.2,19,0.0684931506849315,0.028425103483891143,2810,9.95,2.0
4471,7.3,7.8,36,0.0684931506849315,0.033748984736641036,2825,7.55,2.0
4459,12.9,13.4,17,0.0684931506849315,0.023072726745299203,2795,13.15,2.0
8475,14.8,15.3,275,0.17534246575342466,0.04431246324621036,2855,15.05,2.0
4467,8.8,9.3,30,0.0684931506849315,0.03020288172989053,2815,9.05,2.0
2029,6.1,6.6,5631,0.021917808219178082,0.01589136733663466,2775,6.35,2.0
3763,17.5,18.0,20,0.0547945205479452,0.01408794033748388,2770,17.75,2.0
3765,15.8,16.3,3857,0.0547945205479452,0.01589136733663466,2775,16.05,2.0
759,5.4,5.9,1219,0.0027397260273972603,0.003198540538215551,2740,5.65,2.0
2023,10.0,10.5,5749,0.021917808219178082,0.010471299867295437,2760,10.25,2.0
3767,14.2,14.7,5,0.0547945205479452,0.01769154784078239,2780,14.45,2.0
2021,11.7,12.2,1061,0.021917808219178082,0.008658062743114531,2755,11.95,2.0
4457,14.2,14.7,40,0.0684931506849315,0.021282215971511115,2790,14.45,2.0
4167,10.8,11.3,9140,0.06027397260273973,0.02486003731939504,2800,11.05,2.0
3769,12.8,13.3,520,0.0547945205479452,0.019488493517484117,2785,13.05,2.0
4163,13.2,13.7,655,0.06027397260273973,0.021282215971511115,2790,13.45,2.0
4159,16.0,16.5,537,0.06027397260273973,0.01769154784078239,2780,16.25,2.0
5625,11.3,11.8,406,0.07945205479452055,0.03020288172989053,2815,11.55,2.0
4157,17.7,18.2,698,0.06027397260273973,0.01589136733663466,2775,17.95,2.0
4155,19.4,19.9,218,0.06027397260273973,0.01408794033748388,2770,19.65,2.0
4153,21.4,21.9,466,0.06027397260273973,0.012281255112534788,2765,21.65,2.0
5605,17.4,17.9,316,0.07945205479452055,0.021282215971511115,2790,17.65,2.0
5621,12.3,12.8,757,0.07945205479452055,0.028425103483891143,2810,12.55,2.0
8483,12.9,13.4,116,0.17534246575342466,0.047808970304939656,2865,13.15,2.0
7293,6.4,6.9,99,0.136986301369863,0.05649712226257753,2890,6.65,2.0
6957,16.8,17.3,248,0.11506849315068493,0.03020288172989053,2815,17.05,2.0
8479,13.8,14.3,185,0.17534246575342466,0.04606224496999791,2860,14.05,2.0
3771,11.5,12.0,1389,0.0547945205479452,0.021282215971511115,2790,11.75,2.0
6561,12.3,12.8,33,0.09863013698630137,0.033748984736641036,2825,12.55,2.0
6563,11.4,11.9,76,0.09863013698630137,0.03551733179338311,2830,11.65,2.0
6565,10.5,11.0,47,0.09863013698630137,0.03728255731795211,2835,10.75,2.0
6567,9.7,10.2,87,0.09863013698630137,0.03904467231135147,2840,9.95,2.0
4725,24.3,24.8,29,0.07397260273972603,0.012281255112534788,2765,24.55,2.0
4727,22.3,22.8,43,0.07397260273972603,0.01408794033748388,2770,22.55,2.0
6951,21.1,21.6,20841,0.11506849315068493,0.02486003731939504,2800,21.35,2.0
3475,12.3,12.8,289,0.049315068493150684,0.01769154784078239,2780,12.55,2.0
2737,6.9,7.4,854,0.03561643835616438,0.021282215971511115,2790,7.15,2.0
2733,9.1,9.6,5346,0.03561643835616438,0.01769154784078239,2780,9.35,2.0
4733,17.1,17.6,48,0.07397260273972603,0.019488493517484117,2785,17.35,2.0
2729,11.9,12.4,1684,0.03561643835616438,0.01408794033748388,2770,12.15,2.0
2727,13.6,14.1,264,0.03561643835616438,0.012281255112534788,2765,13.85,2.0
2725,15.4,15.9,883,0.03561643835616438,0.010471299867295437,2760,15.65,2.0
3477,11.0,11.5,259,0.049315068493150684,0.019488493517484117,2785,11.25,2.0
6303,7.5,8.0,1,0.09315068493150686,0.0425596144187959,2850,7.75,2.0
5601,19.0,19.5,136,0.07945205479452055,0.019488493517484117,2785,19.25,2.0
4723,26.4,26.9,21,0.07397260273972603,0.010471299867295437,2760,26.65,2.0
8467,17.0,17.5,12,0.17534246575342466,0.04080368771653112,2845,17.25,2.0
4151,23.4,23.9,12740,0.06027397260273973,0.010471299867295437,2760,23.65,2.0
6967,11.5,12.0,892,0.11506849315068493,0.03904467231135147,2840,11.75,2.0
4475,6.0,6.5,5,0.0684931506849315,0.03728255731795211,2835,6.25,2.0
8451,22.3,22.8,241,0.17534246575342466,0.033748984736641036,2825,22.55,2.0
6961,14.4,14.9,4997,0.11506849315068493,0.033748984736641036,2825,14.65,2.0
6963,13.4,13.9,1383,0.11506849315068493,0.03551733179338311,2830,13.65,2.0
6965,12.4,12.9,172,0.11506849315068493,0.03728255731795211,2835,12.65,2.0
8491,11.2,11.7,1079,0.17534246575342466,0.05129329438755048,2875,11.45,2.0
3125,17.7,18.2,1476,0.0410958904109589,0.010471299867295437,2760,17.95,2.0
2375,11.8,12.3,370,0.030136986301369864,0.010471299867295437,2760,12.05,2.0
2373,13.7,14.2,51,0.030136986301369864,0.008658062743114531,2755,13.95,2.0
1287,10.2,10.7,120,0.0136986301369863,0.003198540538215551,2740,10.45,2.0
3127,15.8,16.3,619,0.0410958904109589,0.012281255112534788,2765,16.05,2.0
6973,9.1,9.6,199,0.11506849315068493,0.04431246324621036,2855,9.35,2.0
3133,11.0,11.5,1349,0.0410958904109589,0.01769154784078239,2780,11.25,2.0
3135,9.7,10.2,695,0.0410958904109589,0.019488493517484117,2785,9.95,2.0
3137,8.6,9.1,1173,0.0410958904109589,0.021282215971511115,2790,8.85,2.0
8459,19.5,20.0,1,0.17534246575342466,0.03728255731795211,2835,19.75,2.0
8487,12.0,12.5,245,0.17534246575342466,0.049552649909766586,2870,12.25,2.0
8463,18.2,18.7,280,0.17534246575342466,0.03904467231135147,2840,18.45,2.0
6959,15.6,16.1,373,0.11506849315068493,0.03197750508825891,2820,15.850000000000001,1.999999999999993
8427,32.7,33.3,68,0.17534246575342466,0.023072726745299203,2795,33.0,1.6666666666666825
4149,25.6,26.2,766,0.06027397260273973,0.008658062743114531,2755,25.9,1.6666666666666725
8455,20.8,21.4,693,0.17534246575342466,0.03551733179338311,2830,21.1,1.6666666666666725
6943,28.1,28.7,12327,0.11506849315068493,0.01769154784078239,2780,28.4,1.6666666666666725
4453,17.1,17.7,2,0.0684931506849315,0.01769154784078239,2780,17.4,1.6666666666666725
6941,30.1,30.7,1764,0.11506849315068493,0.01589136733663466,2775,30.4,1.6666666666666725
2723,17.3,17.9,1184,0.03561643835616438,0.008658062743114531,2755,17.6,1.6666666666666725
3119,24.3,24.9,159,0.0410958904109589,0.005021695099730731,2745,24.6,1.6666666666666725
8439,27.1,27.7,163,0.17534246575342466,0.028425103483891143,2810,27.4,1.6666666666666725
2015,18.1,18.7,6363,0.021917808219178082,0.003198540538215551,2740,18.4,1.6666666666666725
4721,28.6,29.2,4,0.07397260273972603,0.008658062743114531,2755,28.9,1.6666666666666725
8431,30.8,31.4,1264,0.17534246575342466,0.02486003731939504,2800,31.1,1.6666666666666725
3761,19.3,19.9,4,0.0547945205479452,0.012281255112534788,2765,19.6,1.6666666666666725
5597,20.6,21.2,180,0.07945205479452055,0.01769154784078239,2780,20.9,1.6666666666666725
8447,23.8,24.4,351,0.17534246575342466,0.03197750508825891,2820,24.1,1.6666666666666725
6955,18.1,18.7,260,0.11506849315068493,0.028425103483891143,2810,18.4,1.6666666666666725
3759,21.3,21.9,410,0.0547945205479452,0.010471299867295437,2760,21.6,1.6666666666666725
1621,15.6,16.2,89,0.01643835616438356,0.0013720560121813611,2735,15.899999999999999,1.6666666666666676
3131,12.4,13.0,4767,0.0410958904109589,0.01589136733663466,2775,12.7,1.6666666666666676
6299,11.3,11.9,1,0.09315068493150686,0.033748984736641036,2825,11.600000000000001,1.6666666666666676
3129,14.0,14.6,781,0.0410958904109589,0.01408794033748388,2770,14.3,1.6666666666666676
1285,12.4,13.0,78,0.0136986301369863,0.0013720560121813611,2735,12.7,1.6666666666666676
7273,13.6,14.2,49,0.136986301369863,0.03904467231135147,2840,13.899999999999999,1.6666666666666676
7275,12.6,13.2,24,0.136986301369863,0.04080368771653112,2845,12.899999999999999,1.6666666666666676
7279,10.8,11.4,13,0.136986301369863,0.04431246324621036,2855,11.100000000000001,1.6666666666666676
7283,9.3,9.9,92,0.136986301369863,0.047808970304939656,2865,9.600000000000001,1.6666666666666676
6081,10.1,10.7,82,0.08767123287671233,0.033748984736641036,2825,10.399999999999999,1.6666666666666676
7605,13.6,14.2,3,0.15616438356164383,0.0425596144187959,2850,13.899999999999999,1.6666666666666676
6559,13.3,13.9,95,0.09863013698630137,0.03197750508825891,2820,13.600000000000001,1.6666666666666676
7271,14.6,15.2,33,0.136986301369863,0.03728255731795211,2835,14.899999999999999,1.6666666666666676
3471,15.4,16.0,54,0.049315068493150684,0.01408794033748388,2770,15.7,1.6666666666666676
6555,15.6,16.2,35,0.09863013698630137,0.028425103483891143,2810,15.899999999999999,1.6666666666666676
4455,15.6,16.2,70,0.0684931506849315,0.019488493517484117,2785,15.899999999999999,1.6666666666666676
2019,13.6,14.2,9449,0.021917808219178082,0.006841531816716784,2750,13.899999999999999,1.6666666666666676
6557,14.4,15.0,51,0.09863013698630137,0.03020288172989053,2815,14.7,1.6666666666666676
755,7.3,7.9,1710,0.0027397260273972603,0.0013720560121813611,2735,7.6,1.6666666666666652
7269,15.7,16.3,130,0.136986301369863,0.03551733179338311,2830,16.0,1.6666666666666627
5585,26.4,27.0,320,0.07945205479452055,0.012281255112534788,2765,26.7,1.6666666666666627
7599,16.9,17.5,5,0.15616438356164383,0.03728255731795211,2835,17.2,1.6666666666666627
4143,33.0,33.6,330,0.06027397260273973,0.003198540538215551,2740,33.3,1.6666666666666627
6949,22.7,23.3,490,0.11506849315068493,0.023072726745299203,2795,23.0,1.6666666666666627
4141,35.8,36.4,172,0.06027397260273973,0.0013720560121813611,2735,36.099999999999994,1.6666666666666627
3123,19.7,20.3,207,0.0410958904109589,0.008658062743114531,2755,20.0,1.6666666666666627
3121,21.9,22.5,2094,0.0410958904109589,0.006841531816716784,2750,22.2,1.6666666666666627
8423,34.8,35.4,182,0.17534246575342466,0.021282215971511115,2790,35.099999999999994,1.6666666666666627
7601,15.7,16.3,15,0.15616438356164383,0.03904467231135147,2840,16.0,1.6666666666666627
