,Open Int,time to maturity (years),moneyness
2281,1,0.030136986301369864,1.0816831683168318
11731,43,0.873972602739726,1.0816831683168318
10333,502,0.36712328767123287,1.0816831683168318
10091,150,0.3287671232876712,1.0816831683168318
4057,2,0.06027397260273973,1.0816831683168318
11535,211,0.8465753424657534,1.0816831683168318
8211,2,0.17534246575342466,1.0816831683168318
1929,45,0.021917808219178082,1.0816831683168318
3031,30,0.0410958904109589,1.0816831683168318
3667,5,0.0547945205479452,1.0795454545454546
4059,3,0.06027397260273973,1.0795454545454546
8215,1,0.17534246575342466,1.0795454545454546
5397,7,0.07945205479452055,1.0795454545454546
7153,1,0.136986301369863,1.0795454545454546
3375,10,0.049315068493150684,1.0795454545454546
591,68,0.0027397260273972603,1.0795454545454546
3033,4,0.0410958904109589,1.0795454545454546
6449,1,0.09863013698630137,1.0795454545454546
6843,31,0.11506849315068493,1.0795454545454546
10335,20,0.36712328767123287,1.0795454545454546
4631,5,0.07397260273972603,1.0795454545454546
1539,1,0.01643835616438356,1.0795454545454546
1931,11,0.021917808219178082,1.0795454545454546
1203,13,0.0136986301369863,1.0795454545454546
2633,3,0.03561643835616438,1.0795454545454546
5401,7,0.07945205479452055,1.0774161735700196
3377,300,0.049315068493150684,1.0774161735700196
6845,38,0.11506849315068493,1.0774161735700196
3669,1,0.0547945205479452,1.0774161735700196
595,132,0.0027397260273972603,1.0774161735700196
1205,13,0.0136986301369863,1.0774161735700196
2635,4,0.03561643835616438,1.0774161735700196
4061,3,0.06027397260273973,1.0774161735700196
3035,25,0.0410958904109589,1.0774161735700196
1933,17,0.021917808219178082,1.0774161735700196
10337,20,0.36712328767123287,1.0774161735700196
4357,2,0.0684931506849315,1.0752952755905512
3671,1,0.0547945205479452,1.0752952755905512
2637,52,0.03561643835616438,1.0752952755905512
6451,10,0.09863013698630137,1.0752952755905512
1935,90,0.021917808219178082,1.0752952755905512
1207,15,0.0136986301369863,1.0752952755905512
4635,5,0.07397260273972603,1.0752952755905512
4063,4,0.06027397260273973,1.0752952755905512
2287,12,0.030136986301369864,1.0752952755905512
599,63,0.0027397260273972603,1.0752952755905512
8223,35,0.17534246575342466,1.0752952755905512
6847,31,0.11506849315068493,1.0752952755905512
5405,33,0.07945205479452055,1.0752952755905512
8819,4,0.20273972602739726,1.0752952755905512
3673,1,0.0547945205479452,1.0731827111984282
2639,16,0.03561643835616438,1.0731827111984282
1545,1,0.01643835616438356,1.0731827111984282
1209,2,0.0136986301369863,1.0731827111984282
603,49,0.0027397260273972603,1.0731827111984282
1937,106,0.021917808219178082,1.0731827111984282
6849,30,0.11506849315068493,1.0731827111984282
4065,3,0.06027397260273973,1.0731827111984282
3039,13,0.0410958904109589,1.0731827111984282
8227,19,0.17534246575342466,1.0731827111984282
3675,1,0.0547945205479452,1.071078431372549
5413,62,0.07945205479452055,1.071078431372549
4639,176,0.07397260273972603,1.071078431372549
11163,701,0.6164383561643836,1.071078431372549
3383,1010,0.049315068493150684,1.071078431372549
607,215,0.0027397260273972603,1.071078431372549
6197,2,0.09315068493150686,1.071078431372549
2291,449,0.030136986301369864,1.071078431372549
8231,39,0.17534246575342466,1.071078431372549
10967,17,0.5972602739726027,1.071078431372549
11539,111,0.8465753424657534,1.071078431372549
4067,140,0.06027397260273973,1.071078431372549
8821,29,0.20273972602739726,1.071078431372549
2641,686,0.03561643835616438,1.071078431372549
1939,77,0.021917808219178082,1.071078431372549
9743,7,0.2876712328767123,1.071078431372549
6453,385,0.09863013698630137,1.071078431372549
1547,1,0.01643835616438356,1.071078431372549
3041,98,0.0410958904109589,1.071078431372549
6851,1188,0.11506849315068493,1.071078431372549
10095,1067,0.3287671232876712,1.071078431372549
9369,250,0.25205479452054796,1.071078431372549
11733,16,0.873972602739726,1.071078431372549
10609,1,0.4547945205479452,1.071078431372549
7157,101,0.136986301369863,1.071078431372549
10343,1754,0.36712328767123287,1.071078431372549
1211,11,0.0136986301369863,1.071078431372549
3043,45,0.0410958904109589,1.0689823874755382
3385,1,0.049315068493150684,1.0689823874755382
6853,40,0.11506849315068493,1.0689823874755382
8235,28,0.17534246575342466,1.0689823874755382
3677,1,0.0547945205479452,1.0689823874755382
1213,2,0.0136986301369863,1.0689823874755382
5417,51,0.07945205479452055,1.0689823874755382
611,20,0.0027397260273972603,1.0689823874755382
1941,36,0.021917808219178082,1.0689823874755382
4069,1,0.06027397260273973,1.0689823874755382
1549,1,0.01643835616438356,1.0689823874755382
2295,1,0.030136986301369864,1.06689453125
5421,30,0.07945205479452055,1.06689453125
4071,1,0.06027397260273973,1.06689453125
1551,6,0.01643835616438356,1.06689453125
3045,47,0.0410958904109589,1.06689453125
6855,57,0.11506849315068493,1.06689453125
6455,15,0.09863013698630137,1.06689453125
4365,2,0.0684931506849315,1.06689453125
3679,2,0.0547945205479452,1.06689453125
615,331,0.0027397260273972603,1.06689453125
3387,6,0.049315068493150684,1.06689453125
1943,10,0.021917808219178082,1.06689453125
2645,98,0.03561643835616438,1.06689453125
8239,3,0.17534246575342466,1.06689453125
1215,10,0.0136986301369863,1.06689453125
8823,23,0.20273972602739726,1.06689453125
8243,43,0.17534246575342466,1.0648148148148149
6457,1,0.09863013698630137,1.0648148148148149
6857,19,0.11506849315068493,1.0648148148148149
3047,4,0.0410958904109589,1.0648148148148149
1945,130,0.021917808219178082,1.0648148148148149
619,79,0.0027397260273972603,1.0648148148148149
3389,1,0.049315068493150684,1.0648148148148149
2297,1,0.030136986301369864,1.0648148148148149
7163,5,0.136986301369863,1.0648148148148149
5425,13,0.07945205479452055,1.0648148148148149
1553,1,0.01643835616438356,1.0648148148148149
1217,5,0.0136986301369863,1.0648148148148149
2647,11,0.03561643835616438,1.0648148148148149
5429,13,0.07945205479452055,1.0627431906614786
3049,4,0.0410958904109589,1.0627431906614786
8247,46,0.17534246575342466,1.0627431906614786
1219,61,0.0136986301369863,1.0627431906614786
7493,1,0.15616438356164383,1.0627431906614786
6859,22,0.11506849315068493,1.0627431906614786
1947,199,0.021917808219178082,1.0627431906614786
6459,110,0.09863013698630137,1.0627431906614786
4075,1,0.06027397260273973,1.0627431906614786
6205,2,0.09315068493150686,1.0627431906614786
623,173,0.0027397260273972603,1.0627431906614786
8825,19,0.20273972602739726,1.0627431906614786
2299,26,0.030136986301369864,1.0627431906614786
4369,9,0.0684931506849315,1.0627431906614786
4647,1,0.07397260273972603,1.0627431906614786
1555,4,0.01643835616438356,1.0627431906614786
2649,15,0.03561643835616438,1.0627431906614786
3683,1,0.0547945205479452,1.0627431906614786
1949,142,0.021917808219178082,1.0606796116504855
2301,4,0.030136986301369864,1.0606796116504855
4077,20,0.06027397260273973,1.0606796116504855
1221,12,0.0136986301369863,1.0606796116504855
11735,189,0.873972602739726,1.0606796116504855
5433,29,0.07945205479452055,1.0606796116504855
6461,113,0.09863013698630137,1.0606796116504855
6861,7506,0.11506849315068493,1.0606796116504855
8827,1202,0.20273972602739726,1.0606796116504855
7167,52,0.136986301369863,1.0606796116504855
9745,29,0.2876712328767123,1.0606796116504855
10353,1551,0.36712328767123287,1.0606796116504855
1557,210,0.01643835616438356,1.0606796116504855
10099,12,0.3287671232876712,1.0606796116504855
2651,1961,0.03561643835616438,1.0606796116504855
4649,2,0.07397260273972603,1.0606796116504855
4371,10,0.0684931506849315,1.0606796116504855
11165,798,0.6164383561643836,1.0606796116504855
10971,146,0.5972602739726027,1.0606796116504855
11543,231,0.8465753424657534,1.0606796116504855
627,258,0.0027397260273972603,1.0606796116504855
3051,27,0.0410958904109589,1.0606796116504855
8251,64,0.17534246575342466,1.0606796116504855
9385,15,0.25205479452054796,1.058624031007752
3053,48,0.0410958904109589,1.058624031007752
6463,116,0.09863013698630137,1.058624031007752
5437,6,0.07945205479452055,1.058624031007752
631,236,0.0027397260273972603,1.058624031007752
2653,196,0.03561643835616438,1.058624031007752
8255,3,0.17534246575342466,1.058624031007752
8829,1,0.20273972602739726,1.058624031007752
4651,1,0.07397260273972603,1.058624031007752
6863,27,0.11506849315068493,1.058624031007752
4079,5,0.06027397260273973,1.058624031007752
3687,10,0.0547945205479452,1.058624031007752
2303,11,0.030136986301369864,1.058624031007752
1223,18,0.0136986301369863,1.058624031007752
1951,78,0.021917808219178082,1.058624031007752
1559,34,0.01643835616438356,1.058624031007752
6465,73,0.09863013698630137,1.056576402321083
7171,160,0.136986301369863,1.056576402321083
3689,10,0.0547945205479452,1.056576402321083
2655,4,0.03561643835616438,1.056576402321083
1561,119,0.01643835616438356,1.056576402321083
635,93,0.0027397260273972603,1.056576402321083
1953,150,0.021917808219178082,1.056576402321083
8259,55,0.17534246575342466,1.056576402321083
5441,66,0.07945205479452055,1.056576402321083
1225,2,0.0136986301369863,1.056576402321083
3055,29,0.0410958904109589,1.056576402321083
3397,4,0.049315068493150684,1.056576402321083
4081,14,0.06027397260273973,1.056576402321083
6865,26,0.11506849315068493,1.056576402321083
2307,2,0.030136986301369864,1.0545366795366795
8263,12,0.17534246575342466,1.0545366795366795
4655,1,0.07397260273972603,1.0545366795366795
4377,1,0.0684931506849315,1.0545366795366795
8831,25,0.20273972602739726,1.0545366795366795
3691,1,0.0547945205479452,1.0545366795366795
1227,67,0.0136986301369863,1.0545366795366795
6867,23,0.11506849315068493,1.0545366795366795
1563,35,0.01643835616438356,1.0545366795366795
639,136,0.0027397260273972603,1.0545366795366795
4083,2436,0.06027397260273973,1.0545366795366795
5445,20,0.07945205479452055,1.0545366795366795
10359,12,0.36712328767123287,1.0545366795366795
1955,248,0.021917808219178082,1.0545366795366795
6467,55,0.09863013698630137,1.0545366795366795
3057,20,0.0410958904109589,1.0545366795366795
2657,268,0.03561643835616438,1.0545366795366795
4085,5,0.06027397260273973,1.052504816955684
8267,38,0.17534246575342466,1.052504816955684
1565,41,0.01643835616438356,1.052504816955684
1957,64,0.021917808219178082,1.052504816955684
7175,97,0.136986301369863,1.052504816955684
3693,1,0.0547945205479452,1.052504816955684
1229,2,0.0136986301369863,1.052504816955684
643,224,0.0027397260273972603,1.052504816955684
3059,129,0.0410958904109589,1.052504816955684
4379,4,0.0684931506849315,1.052504816955684
5449,40,0.07945205479452055,1.052504816955684
2659,52,0.03561643835616438,1.052504816955684
2309,38,0.030136986301369864,1.052504816955684
6869,9,0.11506849315068493,1.052504816955684
3403,561,0.049315068493150684,1.0504807692307692
8271,155,0.17534246575342466,1.0504807692307692
6871,3755,0.11506849315068493,1.0504807692307692
647,2579,0.0027397260273972603,1.0504807692307692
2311,448,0.030136986301369864,1.0504807692307692
11167,1291,0.6164383561643836,1.0504807692307692
3695,9,0.0547945205479452,1.0504807692307692
6471,1154,0.09863013698630137,1.0504807692307692
1231,396,0.0136986301369863,1.0504807692307692
11547,3249,0.8465753424657534,1.0504807692307692
10975,155,0.5972602739726027,1.0504807692307692
8833,333,0.20273972602739726,1.0504807692307692
2661,3038,0.03561643835616438,1.0504807692307692
4087,1789,0.06027397260273973,1.0504807692307692
10619,1,0.4547945205479452,1.0504807692307692
9747,49,0.2876712328767123,1.0504807692307692
7177,552,0.136986301369863,1.0504807692307692
1959,1687,0.021917808219178082,1.0504807692307692
10363,4134,0.36712328767123287,1.0504807692307692
10103,2989,0.3287671232876712,1.0504807692307692
3061,4663,0.0410958904109589,1.0504807692307692
5999,5,0.08767123287671233,1.0504807692307692
1567,127,0.01643835616438356,1.0504807692307692
11737,374,0.873972602739726,1.0504807692307692
5453,190,0.07945205479452055,1.0504807692307692
4381,31,0.0684931506849315,1.0504807692307692
2313,27,0.030136986301369864,1.0484644913627639
1961,282,0.021917808219178082,1.0484644913627639
7179,5,0.136986301369863,1.0484644913627639
3697,3,0.0547945205479452,1.0484644913627639
2663,10,0.03561643835616438,1.0484644913627639
4089,134,0.06027397260273973,1.0484644913627639
4383,3,0.0684931506849315,1.0484644913627639
1233,71,0.0136986301369863,1.0484644913627639
8275,4,0.17534246575342466,1.0484644913627639
4661,2,0.07397260273972603,1.0484644913627639
6873,24,0.11506849315068493,1.0484644913627639
1569,84,0.01643835616438356,1.0484644913627639
651,151,0.0027397260273972603,1.0484644913627639
5457,40,0.07945205479452055,1.0484644913627639
3063,121,0.0410958904109589,1.0484644913627639
3405,50,0.049315068493150684,1.0484644913627639
655,322,0.0027397260273972603,1.046455938697318
4385,1,0.0684931506849315,1.046455938697318
2315,7,0.030136986301369864,1.046455938697318
1235,67,0.0136986301369863,1.046455938697318
4663,155,0.07397260273972603,1.046455938697318
2665,1907,0.03561643835616438,1.046455938697318
1963,161,0.021917808219178082,1.046455938697318
3065,30,0.0410958904109589,1.046455938697318
5461,58,0.07945205479452055,1.046455938697318
6475,60,0.09863013698630137,1.046455938697318
3407,3,0.049315068493150684,1.046455938697318
6875,13,0.11506849315068493,1.046455938697318
1571,93,0.01643835616438356,1.046455938697318
8835,7,0.20273972602739726,1.046455938697318
4091,135,0.06027397260273973,1.046455938697318
7181,13,0.136986301369863,1.046455938697318
8279,12,0.17534246575342466,1.046455938697318
5465,63,0.07945205479452055,1.0444550669216062
3067,113,0.0410958904109589,1.0444550669216062
4093,5,0.06027397260273973,1.0444550669216062
2667,929,0.03561643835616438,1.0444550669216062
659,314,0.0027397260273972603,1.0444550669216062
7183,10,0.136986301369863,1.0444550669216062
2317,5,0.030136986301369864,1.0444550669216062
3409,2,0.049315068493150684,1.0444550669216062
4387,6,0.0684931506849315,1.0444550669216062
3701,1,0.0547945205479452,1.0444550669216062
8283,4,0.17534246575342466,1.0444550669216062
1965,279,0.021917808219178082,1.0444550669216062
1237,61,0.0136986301369863,1.0444550669216062
1573,94,0.01643835616438356,1.0444550669216062
6477,19,0.09863013698630137,1.0444550669216062
6877,50,0.11506849315068493,1.0444550669216062
4665,6,0.07397260273972603,1.0444550669216062
1575,153,0.01643835616438356,1.0424618320610688
4389,12,0.0684931506849315,1.0424618320610688
1239,73,0.0136986301369863,1.0424618320610688
663,614,0.0027397260273972603,1.0424618320610688
10623,2,0.4547945205479452,1.0424618320610688
3069,119,0.0410958904109589,1.0424618320610688
9401,2,0.25205479452054796,1.0424618320610688
6879,127,0.11506849315068493,1.0424618320610688
3411,7,0.049315068493150684,1.0424618320610688
2319,24,0.030136986301369864,1.0424618320610688
8287,27,0.17534246575342466,1.0424618320610688
1967,194,0.021917808219178082,1.0424618320610688
6479,162,0.09863013698630137,1.0424618320610688
8837,116,0.20273972602739726,1.0424618320610688
4095,32,0.06027397260273973,1.0424618320610688
7185,4,0.136986301369863,1.0424618320610688
2669,447,0.03561643835616438,1.0424618320610688
5469,42,0.07945205479452055,1.0424618320610688
10107,57,0.3287671232876712,1.0404761904761906
1577,306,0.01643835616438356,1.0404761904761906
2671,2771,0.03561643835616438,1.0404761904761906
4097,13,0.06027397260273973,1.0404761904761906
11551,360,0.8465753424657534,1.0404761904761906
5473,1313,0.07945205479452055,1.0404761904761906
6481,62,0.09863013698630137,1.0404761904761906
4669,1,0.07397260273972603,1.0404761904761906
1969,1151,0.021917808219178082,1.0404761904761906
10373,1716,0.36712328767123287,1.0404761904761906
10979,130,0.5972602739726027,1.0404761904761906
3705,11,0.0547945205479452,1.0404761904761906
3413,9,0.049315068493150684,1.0404761904761906
8291,55,0.17534246575342466,1.0404761904761906
7187,19,0.136986301369863,1.0404761904761906
9749,79,0.2876712328767123,1.0404761904761906
2321,1,0.030136986301369864,1.0404761904761906
9405,4,0.25205479452054796,1.0404761904761906
11169,95,0.6164383561643836,1.0404761904761906
1241,278,0.0136986301369863,1.0404761904761906
11739,17,0.873972602739726,1.0404761904761906
667,1508,0.0027397260273972603,1.0404761904761906
6881,1875,0.11506849315068493,1.0404761904761906
8839,637,0.20273972602739726,1.0404761904761906
3071,567,0.0410958904109589,1.0404761904761906
1579,124,0.01643835616438356,1.0384980988593155
3707,5,0.0547945205479452,1.0384980988593155
10627,7,0.4547945205479452,1.0384980988593155
8295,84,0.17534246575342466,1.0384980988593155
5477,122,0.07945205479452055,1.0384980988593155
1243,145,0.0136986301369863,1.0384980988593155
4393,2,0.0684931506849315,1.0384980988593155
1971,788,0.021917808219178082,1.0384980988593155
6483,7,0.09863013698630137,1.0384980988593155
7189,32,0.136986301369863,1.0384980988593155
4099,31,0.06027397260273973,1.0384980988593155
3073,40,0.0410958904109589,1.0384980988593155
8841,95,0.20273972602739726,1.0384980988593155
671,965,0.0027397260273972603,1.0384980988593155
9409,1,0.25205479452054796,1.0384980988593155
3415,50,0.049315068493150684,1.0384980988593155
6883,70,0.11506849315068493,1.0384980988593155
4671,5,0.07397260273972603,1.0384980988593155
2323,34,0.030136986301369864,1.0384980988593155
2673,492,0.03561643835616438,1.0384980988593155
2675,36,0.03561643835616438,1.0365275142314991
1973,674,0.021917808219178082,1.0365275142314991
1245,113,0.0136986301369863,1.0365275142314991
6885,94,0.11506849315068493,1.0365275142314991
7191,1,0.136986301369863,1.0365275142314991
4395,495,0.0684931506849315,1.0365275142314991
8299,32,0.17534246575342466,1.0365275142314991
6485,46,0.09863013698630137,1.0365275142314991
3709,56,0.0547945205479452,1.0365275142314991
1581,262,0.01643835616438356,1.0365275142314991
675,189,0.0027397260273972603,1.0365275142314991
5481,96,0.07945205479452055,1.0365275142314991
2325,239,0.030136986301369864,1.0365275142314991
3075,95,0.0410958904109589,1.0365275142314991
4101,455,0.06027397260273973,1.0365275142314991
4673,5,0.07397260273972603,1.0365275142314991
1247,84,0.0136986301369863,1.034564393939394
8303,34,0.17534246575342466,1.034564393939394
3419,11,0.049315068493150684,1.034564393939394
1583,150,0.01643835616438356,1.034564393939394
3077,39,0.0410958904109589,1.034564393939394
9413,1,0.25205479452054796,1.034564393939394
6887,210,0.11506849315068493,1.034564393939394
6487,209,0.09863013698630137,1.034564393939394
2327,27,0.030136986301369864,1.034564393939394
6233,10,0.09315068493150686,1.034564393939394
8843,97,0.20273972602739726,1.034564393939394
7193,37,0.136986301369863,1.034564393939394
679,609,0.0027397260273972603,1.034564393939394
5485,45,0.07945205479452055,1.034564393939394
4675,4,0.07397260273972603,1.034564393939394
1975,485,0.021917808219178082,1.034564393939394
4103,80,0.06027397260273973,1.034564393939394
3711,2,0.0547945205479452,1.034564393939394
7521,41,0.15616438356164383,1.034564393939394
2677,1148,0.03561643835616438,1.034564393939394
4397,11,0.0684931506849315,1.034564393939394
1249,174,0.0136986301369863,1.0326086956521738
7195,173,0.136986301369863,1.0326086956521738
1585,148,0.01643835616438356,1.0326086956521738
4105,104,0.06027397260273973,1.0326086956521738
7523,1,0.15616438356164383,1.0326086956521738
5489,63,0.07945205479452055,1.0326086956521738
6235,1,0.09315068493150686,1.0326086956521738
1977,169,0.021917808219178082,1.0326086956521738
2679,57,0.03561643835616438,1.0326086956521738
683,390,0.0027397260273972603,1.0326086956521738
6889,169,0.11506849315068493,1.0326086956521738
4677,27,0.07397260273972603,1.0326086956521738
8307,53,0.17534246575342466,1.0326086956521738
6489,97,0.09863013698630137,1.0326086956521738
4399,5,0.0684931506849315,1.0326086956521738
3713,117,0.0547945205479452,1.0326086956521738
3079,31,0.0410958904109589,1.0326086956521738
2329,34,0.030136986301369864,1.0326086956521738
3421,4,0.049315068493150684,1.0326086956521738
7197,227,0.136986301369863,1.0306603773584906
3715,106,0.0547945205479452,1.0306603773584906
2331,558,0.030136986301369864,1.0306603773584906
9751,923,0.2876712328767123,1.0306603773584906
2681,10697,0.03561643835616438,1.0306603773584906
8311,94,0.17534246575342466,1.0306603773584906
4401,39,0.0684931506849315,1.0306603773584906
4107,4429,0.06027397260273973,1.0306603773584906
1979,12550,0.021917808219178082,1.0306603773584906
6491,529,0.09863013698630137,1.0306603773584906
4679,25,0.07397260273972603,1.0306603773584906
6891,3097,0.11506849315068493,1.0306603773584906
7525,10,0.15616438356164383,1.0306603773584906
11741,112,0.873972602739726,1.0306603773584906
3081,2503,0.0410958904109589,1.0306603773584906
11555,442,0.8465753424657534,1.0306603773584906
3423,252,0.049315068493150684,1.0306603773584906
1587,1184,0.01643835616438356,1.0306603773584906
10983,172,0.5972602739726027,1.0306603773584906
8845,4234,0.20273972602739726,1.0306603773584906
9417,7,0.25205479452054796,1.0306603773584906
6237,11,0.09315068493150686,1.0306603773584906
10111,329,0.3287671232876712,1.0306603773584906
10383,635,0.36712328767123287,1.0306603773584906
6019,70,0.08767123287671233,1.0306603773584906
5493,494,0.07945205479452055,1.0306603773584906
1251,1231,0.0136986301369863,1.0306603773584906
687,6708,0.0027397260273972603,1.0306603773584906
11171,2055,0.6164383561643836,1.0306603773584906
5497,168,0.07945205479452055,1.0287193973634652
3717,14,0.0547945205479452,1.0287193973634652
691,361,0.0027397260273972603,1.0287193973634652
8315,25,0.17534246575342466,1.0287193973634652
4109,10,0.06027397260273973,1.0287193973634652
2683,992,0.03561643835616438,1.0287193973634652
4681,30,0.07397260273972603,1.0287193973634652
1981,242,0.021917808219178082,1.0287193973634652
6893,111,0.11506849315068493,1.0287193973634652
3425,500,0.049315068493150684,1.0287193973634652
1589,158,0.01643835616438356,1.0287193973634652
3083,342,0.0410958904109589,1.0287193973634652
6493,11,0.09863013698630137,1.0287193973634652
1253,195,0.0136986301369863,1.0287193973634652
4403,990,0.0684931506849315,1.0287193973634652
2333,230,0.030136986301369864,1.0287193973634652
7199,38,0.136986301369863,1.0287193973634652
6021,5,0.08767123287671233,1.0287193973634652
1983,18855,0.021917808219178082,1.0267857142857142
1255,228,0.0136986301369863,1.0267857142857142
4683,3,0.07397260273972603,1.0267857142857142
4405,1,0.0684931506849315,1.0267857142857142
3085,80,0.0410958904109589,1.0267857142857142
5501,221,0.07945205479452055,1.0267857142857142
8847,325,0.20273972602739726,1.0267857142857142
9421,8,0.25205479452054796,1.0267857142857142
7201,5,0.136986301369863,1.0267857142857142
6023,10,0.08767123287671233,1.0267857142857142
4111,714,0.06027397260273973,1.0267857142857142
3719,31,0.0547945205479452,1.0267857142857142
6495,16,0.09863013698630137,1.0267857142857142
695,2077,0.0027397260273972603,1.0267857142857142
3427,33,0.049315068493150684,1.0267857142857142
2685,987,0.03561643835616438,1.0267857142857142
2335,91,0.030136986301369864,1.0267857142857142
8319,156,0.17534246575342466,1.0267857142857142
10387,1,0.36712328767123287,1.0267857142857142
1591,295,0.01643835616438356,1.0267857142857142
6895,256,0.11506849315068493,1.0267857142857142
699,1489,0.0027397260273972603,1.024859287054409
3087,52,0.0410958904109589,1.024859287054409
4685,71,0.07397260273972603,1.024859287054409
10389,2,0.36712328767123287,1.024859287054409
4113,167,0.06027397260273973,1.024859287054409
8323,55,0.17534246575342466,1.024859287054409
3429,27,0.049315068493150684,1.024859287054409
1985,170,0.021917808219178082,1.024859287054409
2337,92,0.030136986301369864,1.024859287054409
3721,54,0.0547945205479452,1.024859287054409
2687,105,0.03561643835616438,1.024859287054409
5505,147,0.07945205479452055,1.024859287054409
6897,130,0.11506849315068493,1.024859287054409
6497,10,0.09863013698630137,1.024859287054409
1593,143,0.01643835616438356,1.024859287054409
4407,2,0.0684931506849315,1.024859287054409
10985,523,0.5972602739726027,1.024859287054409
1257,282,0.0136986301369863,1.024859287054409
6899,813,0.11506849315068493,1.022940074906367
3723,55,0.0547945205479452,1.022940074906367
1259,120,0.0136986301369863,1.022940074906367
2689,861,0.03561643835616438,1.022940074906367
1595,261,0.01643835616438356,1.022940074906367
4409,250,0.0684931506849315,1.022940074906367
4115,185,0.06027397260273973,1.022940074906367
3089,92,0.0410958904109589,1.022940074906367
8849,594,0.20273972602739726,1.022940074906367
6499,99,0.09863013698630137,1.022940074906367
3431,25,0.049315068493150684,1.022940074906367
7205,391,0.136986301369863,1.022940074906367
703,382,0.0027397260273972603,1.022940074906367
1987,323,0.021917808219178082,1.022940074906367
8327,49,0.17534246575342466,1.022940074906367
4687,56,0.07397260273972603,1.022940074906367
5509,241,0.07945205479452055,1.022940074906367
2339,18,0.030136986301369864,1.022940074906367
3725,1610,0.0547945205479452,1.0210280373831775
4689,271,0.07397260273972603,1.0210280373831775
4411,508,0.0684931506849315,1.0210280373831775
6501,99,0.09863013698630137,1.0210280373831775
2341,668,0.030136986301369864,1.0210280373831775
9429,1,0.25205479452054796,1.0210280373831775
3091,758,0.0410958904109589,1.0210280373831775
3433,98,0.049315068493150684,1.0210280373831775
1597,955,0.01643835616438356,1.0210280373831775
10115,343,0.3287671232876712,1.0210280373831775
6901,1406,0.11506849315068493,1.0210280373831775
1989,1786,0.021917808219178082,1.0210280373831775
4117,5457,0.06027397260273973,1.0210280373831775
9753,5875,0.2876712328767123,1.0210280373831775
11743,568,0.873972602739726,1.0210280373831775
5513,998,0.07945205479452055,1.0210280373831775
1261,311,0.0136986301369863,1.0210280373831775
707,1965,0.0027397260273972603,1.0210280373831775
7207,15,0.136986301369863,1.0210280373831775
8851,1557,0.20273972602739726,1.0210280373831775
11173,944,0.6164383561643836,1.0210280373831775
8331,87,0.17534246575342466,1.0210280373831775
10989,42,0.5972602739726027,1.0210280373831775
2691,6870,0.03561643835616438,1.0210280373831775
10393,1525,0.36712328767123287,1.0210280373831775
10637,21,0.4547945205479452,1.0210280373831775
11559,444,0.8465753424657534,1.0210280373831775
6029,5,0.08767123287671233,1.0210280373831775
6503,218,0.09863013698630137,1.0191231343283582
1991,1327,0.021917808219178082,1.0191231343283582
5517,201,0.07945205479452055,1.0191231343283582
4691,100,0.07397260273972603,1.0191231343283582
8335,28,0.17534246575342466,1.0191231343283582
4119,751,0.06027397260273973,1.0191231343283582
4413,59,0.0684931506849315,1.0191231343283582
1599,403,0.01643835616438356,1.0191231343283582
3435,74,0.049315068493150684,1.0191231343283582
2343,19,0.030136986301369864,1.0191231343283582
711,899,0.0027397260273972603,1.0191231343283582
7209,12,0.136986301369863,1.0191231343283582
3093,123,0.0410958904109589,1.0191231343283582
8853,67,0.20273972602739726,1.0191231343283582
2693,258,0.03561643835616438,1.0191231343283582
10395,2,0.36712328767123287,1.0191231343283582
6903,142,0.11506849315068493,1.0191231343283582
3727,43,0.0547945205479452,1.0191231343283582
6031,40,0.08767123287671233,1.0191231343283582
9433,1,0.25205479452054796,1.0191231343283582
1263,249,0.0136986301369863,1.0191231343283582
4693,124,0.07397260273972603,1.0172253258845438
6033,6,0.08767123287671233,1.0172253258845438
3729,30,0.0547945205479452,1.0172253258845438
10397,4,0.36712328767123287,1.0172253258845438
1993,1732,0.021917808219178082,1.0172253258845438
4121,2539,0.06027397260273973,1.0172253258845438
5521,391,0.07945205479452055,1.0172253258845438
715,585,0.0027397260273972603,1.0172253258845438
7211,470,0.136986301369863,1.0172253258845438
1265,131,0.0136986301369863,1.0172253258845438
2695,122,0.03561643835616438,1.0172253258845438
8339,32,0.17534246575342466,1.0172253258845438
6905,53,0.11506849315068493,1.0172253258845438
1601,378,0.01643835616438356,1.0172253258845438
3095,49,0.0410958904109589,1.0172253258845438
3437,44,0.049315068493150684,1.0172253258845438
2345,16,0.030136986301369864,1.0172253258845438
6505,26,0.09863013698630137,1.0172253258845438
4415,6,0.0684931506849315,1.0172253258845438
10399,1,0.36712328767123287,1.0153345724907064
4695,6,0.07397260273972603,1.0153345724907064
8855,30,0.20273972602739726,1.0153345724907064
7213,25,0.136986301369863,1.0153345724907064
8343,272,0.17534246575342466,1.0153345724907064
6507,98,0.09863013698630137,1.0153345724907064
6035,6,0.08767123287671233,1.0153345724907064
6907,308,0.11506849315068493,1.0153345724907064
5525,903,0.07945205479452055,1.0153345724907064
4417,503,0.0684931506849315,1.0153345724907064
3731,37,0.0547945205479452,1.0153345724907064
2697,281,0.03561643835616438,1.0153345724907064
2347,13,0.030136986301369864,1.0153345724907064
1603,79,0.01643835616438356,1.0153345724907064
719,1253,0.0027397260273972603,1.0153345724907064
1995,6531,0.021917808219178082,1.0153345724907064
1267,320,0.0136986301369863,1.0153345724907064
4123,281,0.06027397260273973,1.0153345724907064
