SPX (S&P 500 INDEX),2731.25,+32.62,
Feb 15 2018 @ 16:16 ET,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
18 Mar 2230.00 (SPXW1802C2230-E),0.0,0.0,491.70,508.60,0,0,18 Mar 2230.00 (SPXW1802O2230-E),10.50,0.0,1.10,1.25,0,30,
18 Mar 2235.00 (SPXW1802C2235),0.0,0.0,486.70,503.90,0,0,18 Mar 2235.00 (SPXW1802O2235),0.0,0.0,1.10,1.30,0,0,
18 Mar 2235.00 (SPXW1802C2235-E),0.0,0.0,486.70,503.90,0,0,18 Mar 2235.00 (SPXW1802O2235-E),0.0,0.0,1.10,1.30,0,0,
18 Mar 2240.00 (SPXW1802C2240),0.0,0.0,485.30,497.40,0,0,18 Mar 2240.00 (SPXW1802O2240),16.80,0.0,1.10,1.30,0,111,
18 Mar 2240.00 (SPXW1802C2240-E),0.0,0.0,485.30,497.40,0,0,18 Mar 2240.00 (SPXW1802O2240-E),16.80,0.0,1.10,1.30,0,111,
18 Mar 2245.00 (SPXW1802C2245),0.0,0.0,476.70,493.70,0,0,18 Mar 2245.00 (SPXW1802O2245),0.0,0.0,1.15,1.30,0,0,
18 Mar 2245.00 (SPXW1802C2245-E),0.0,0.0,476.70,493.70,0,0,18 Mar 2245.00 (SPXW1802O2245-E),0.0,0.0,1.15,1.30,0,0,
18 Mar 2250.00 (SPXW1802C2250),0.0,0.0,476.30,488.40,0,0,18 Mar 2250.00 (SPXW1802O2250),1.30,-0.30,1.15,1.35,510,601,
18 Mar 2250.00 (SPXW1802C2250-E),0.0,0.0,476.30,488.40,0,0,18 Mar 2250.00 (SPXW1802O2250-E),1.30,-0.30,1.15,1.35,510,601,
18 Mar 2255.00 (SPXW1802C2255),0.0,0.0,466.90,483.90,0,0,18 Mar 2255.00 (SPXW1802O2255),1.65,0.0,1.20,1.35,0,18,
18 Mar 2255.00 (SPXW1802C2255-E),0.0,0.0,466.90,483.90,0,0,18 Mar 2255.00 (SPXW1802O2255-E),1.65,0.0,1.20,1.35,0,18,
18 Mar 2260.00 (SPXW1802C2260),0.0,0.0,461.90,479.00,0,0,18 Mar 2260.00 (SPXW1802O2260),1.70,0.0,1.20,1.40,0,30,
18 Mar 2260.00 (SPXW1802C2260-E),0.0,0.0,461.90,479.00,0,0,18 Mar 2260.00 (SPXW1802O2260-E),1.70,0.0,1.20,1.40,0,30,
18 Mar 2265.00 (SPXW1802C2265),0.0,0.0,456.80,473.80,0,0,18 Mar 2265.00 (SPXW1802O2265),9.10,0.0,1.20,1.40,0,33,
18 Mar 2265.00 (SPXW1802C2265-E),0.0,0.0,456.80,473.80,0,0,18 Mar 2265.00 (SPXW1802O2265-E),9.10,0.0,1.20,1.40,0,33,
18 Mar 2270.00 (SPXW1802C2270),0.0,0.0,451.70,469.00,0,0,18 Mar 2270.00 (SPXW1802O2270),8.15,0.0,1.25,1.40,0,11,
18 Mar 2270.00 (SPXW1802C2270-E),0.0,0.0,451.70,469.00,0,0,18 Mar 2270.00 (SPXW1802O2270-E),8.15,0.0,1.25,1.40,0,11,
18 Mar 2275.00 (SPXW1802C2275),0.0,0.0,446.30,464.10,0,0,18 Mar 2275.00 (SPXW1802O2275),1.40,-5.87,1.25,1.45,86,436,
18 Mar 2275.00 (SPXW1802C2275-E),0.0,0.0,446.30,464.10,0,0,18 Mar 2275.00 (SPXW1802O2275-E),1.40,-5.87,1.25,1.45,86,436,
18 Mar 2280.00 (SPXW1802C2280),0.0,0.0,441.90,459.10,0,0,18 Mar 2280.00 (SPXW1802O2280),1.40,0.0,1.30,1.45,0,15,
18 Mar 2280.00 (SPXW1802C2280-E),0.0,0.0,441.90,459.10,0,0,18 Mar 2280.00 (SPXW1802O2280-E),1.40,0.0,1.30,1.45,0,15,
18 Mar 2285.00 (SPXW1802C2285),0.0,0.0,436.30,453.90,0,0,18 Mar 2285.00 (SPXW1802O2285),1.80,0.0,1.30,1.50,0,1,
18 Mar 2285.00 (SPXW1802C2285-E),0.0,0.0,436.30,453.90,0,0,18 Mar 2285.00 (SPXW1802O2285-E),1.80,0.0,1.30,1.50,0,1,
18 Mar 2290.00 (SPXW1802C2290),0.0,0.0,432.00,449.10,0,0,18 Mar 2290.00 (SPXW1802O2290),1.50,0.0,1.30,1.50,0,199,
18 Mar 2290.00 (SPXW1802C2290-E),0.0,0.0,432.00,449.10,0,0,18 Mar 2290.00 (SPXW1802O2290-E),1.50,0.0,1.30,1.50,0,199,
18 Mar 2295.00 (SPXW1802C2295),0.0,0.0,427.10,444.20,0,0,18 Mar 2295.00 (SPXW1802O2295),1.50,-0.30,1.35,1.55,17,105,
18 Mar 2295.00 (SPXW1802C2295-E),0.0,0.0,427.10,444.20,0,0,18 Mar 2295.00 (SPXW1802O2295-E),1.50,-0.30,1.35,1.55,17,105,
18 Mar 2300.00 (SPXW1802C2300),344.00,0.0,421.40,438.90,0,20,18 Mar 2300.00 (SPXW1802O2300),1.55,+0.15,1.40,1.55,18,934,
18 Mar 2300.00 (SPXW1802C2300-E),344.00,0.0,421.40,438.90,0,20,18 Mar 2300.00 (SPXW1802O2300-E),1.55,+0.15,1.40,1.55,18,934,
18 Mar 2305.00 (SPXW1802C2305),0.0,0.0,416.90,434.20,0,0,18 Mar 2305.00 (SPXW1802O2305),5.60,0.0,1.40,1.55,0,2,
18 Mar 2305.00 (SPXW1802C2305-E),0.0,0.0,416.90,434.20,0,0,18 Mar 2305.00 (SPXW1802O2305-E),5.60,0.0,1.40,1.55,0,2,
18 Mar 2310.00 (SPXW1802C2310),0.0,0.0,412.20,429.30,0,0,18 Mar 2310.00 (SPXW1802O2310),4.70,0.0,1.40,1.60,0,80,
18 Mar 2310.00 (SPXW1802C2310-E),0.0,0.0,412.20,429.30,0,0,18 Mar 2310.00 (SPXW1802O2310-E),4.70,0.0,1.40,1.60,0,80,
18 Mar 2315.00 (SPXW1802C2315),0.0,0.0,407.20,424.00,0,0,18 Mar 2315.00 (SPXW1802O2315),16.80,0.0,1.45,1.60,0,20,
18 Mar 2315.00 (SPXW1802C2315-E),0.0,0.0,407.20,424.00,0,0,18 Mar 2315.00 (SPXW1802O2315-E),16.80,0.0,1.45,1.60,0,20,
18 Mar 2320.00 (SPXW1802C2320),0.0,0.0,401.10,419.30,0,0,18 Mar 2320.00 (SPXW1802O2320),2.05,0.0,1.45,1.65,0,205,
18 Mar 2320.00 (SPXW1802C2320-E),0.0,0.0,401.10,419.30,0,0,18 Mar 2320.00 (SPXW1802O2320-E),2.05,0.0,1.45,1.65,0,205,
18 Mar 2325.00 (SPXW1802C2325),0.0,0.0,397.20,414.30,0,0,18 Mar 2325.00 (SPXW1802O2325),3.30,0.0,1.50,1.65,0,298,
18 Mar 2325.00 (SPXW1802C2325-E),0.0,0.0,397.20,414.30,0,0,18 Mar 2325.00 (SPXW1802O2325-E),3.30,0.0,1.50,1.65,0,298,
18 Mar 2330.00 (SPXW1802C2330),0.0,0.0,392.30,409.40,0,0,18 Mar 2330.00 (SPXW1802O2330),4.95,0.0,1.50,1.70,0,90,
18 Mar 2330.00 (SPXW1802C2330-E),0.0,0.0,392.30,409.40,0,0,18 Mar 2330.00 (SPXW1802O2330-E),4.95,0.0,1.50,1.70,0,90,
18 Mar 2335.00 (SPXW1802C2335),0.0,0.0,386.70,404.20,0,0,18 Mar 2335.00 (SPXW1802O2335),20.10,0.0,1.55,1.75,0,21,
18 Mar 2335.00 (SPXW1802C2335-E),0.0,0.0,386.70,404.20,0,0,18 Mar 2335.00 (SPXW1802O2335-E),20.10,0.0,1.55,1.75,0,21,
18 Mar 2340.00 (SPXW1802C2340),0.0,0.0,382.30,399.40,0,0,18 Mar 2340.00 (SPXW1802O2340),1.75,-0.20,1.55,1.75,13,60,
18 Mar 2340.00 (SPXW1802C2340-E),0.0,0.0,382.30,399.40,0,0,18 Mar 2340.00 (SPXW1802O2340-E),1.75,-0.20,1.55,1.75,13,60,
18 Mar 2345.00 (SPXW1802C2345),0.0,0.0,377.20,394.50,0,0,18 Mar 2345.00 (SPXW1802O2345),1.70,-18.00,1.60,1.80,25,96,
18 Mar 2345.00 (SPXW1802C2345-E),0.0,0.0,377.20,394.50,0,0,18 Mar 2345.00 (SPXW1802O2345-E),1.70,-18.00,1.60,1.80,25,96,
18 Mar 2350.00 (SPXW1802C2350),0.0,0.0,372.30,389.50,0,0,18 Mar 2350.00 (SPXW1802O2350),1.90,+0.06,1.65,1.80,3,831,
18 Mar 2350.00 (SPXW1802C2350-E),0.0,0.0,372.30,389.50,0,0,18 Mar 2350.00 (SPXW1802O2350-E),1.90,+0.06,1.65,1.80,3,831,
18 Mar 2355.00 (SPXW1802C2355),0.0,0.0,367.00,384.60,0,0,18 Mar 2355.00 (SPXW1802O2355),5.45,0.0,1.65,1.85,0,35,
18 Mar 2355.00 (SPXW1802C2355-E),0.0,0.0,367.00,384.60,0,0,18 Mar 2355.00 (SPXW1802O2355-E),5.45,0.0,1.65,1.85,0,35,
18 Mar 2360.00 (SPXW1802C2360),0.0,0.0,362.50,379.30,0,0,18 Mar 2360.00 (SPXW1802O2360),10.40,0.0,1.70,1.85,0,195,
18 Mar 2360.00 (SPXW1802C2360-E),0.0,0.0,362.50,379.30,0,0,18 Mar 2360.00 (SPXW1802O2360-E),10.40,0.0,1.70,1.85,0,195,
18 Mar 2365.00 (SPXW1802C2365),276.89,0.0,357.50,374.60,0,0,18 Mar 2365.00 (SPXW1802O2365),20.10,0.0,1.70,1.90,0,217,
18 Mar 2365.00 (SPXW1802C2365-E),276.89,0.0,357.50,374.60,0,0,18 Mar 2365.00 (SPXW1802O2365-E),20.10,0.0,1.70,1.90,0,217,
18 Mar 2370.00 (SPXW1802C2370),0.0,0.0,353.70,365.80,0,0,18 Mar 2370.00 (SPXW1802O2370),1.95,-0.15,1.75,1.95,94,222,
18 Mar 2370.00 (SPXW1802C2370-E),0.0,0.0,353.70,365.80,0,0,18 Mar 2370.00 (SPXW1802O2370-E),1.95,-0.15,1.75,1.95,94,222,
18 Mar 2375.00 (SPXW1802C2375),0.0,0.0,347.50,364.50,0,0,18 Mar 2375.00 (SPXW1802O2375),2.01,+0.06,1.75,1.95,68,1551,
18 Mar 2375.00 (SPXW1802C2375-E),0.0,0.0,347.50,364.50,0,0,18 Mar 2375.00 (SPXW1802O2375-E),2.01,+0.06,1.75,1.95,68,1551,
18 Mar 2380.00 (SPXW1802C2380),0.0,0.0,342.60,359.70,0,0,18 Mar 2380.00 (SPXW1802O2380),2.05,-9.95,1.80,2.00,65,126,
18 Mar 2380.00 (SPXW1802C2380-E),0.0,0.0,342.60,359.70,0,0,18 Mar 2380.00 (SPXW1802O2380-E),2.05,-9.95,1.80,2.00,65,126,
18 Mar 2385.00 (SPXW1802C2385),0.0,0.0,337.70,354.50,0,0,18 Mar 2385.00 (SPXW1802O2385),2.10,-0.50,1.85,2.05,24,4,
18 Mar 2385.00 (SPXW1802C2385-E),0.0,0.0,337.70,354.50,0,0,18 Mar 2385.00 (SPXW1802O2385-E),2.10,-0.50,1.85,2.05,24,4,
18 Mar 2390.00 (SPXW1802C2390),0.0,0.0,332.70,349.80,0,0,18 Mar 2390.00 (SPXW1802O2390),2.50,+0.20,1.90,2.05,14,2161,
18 Mar 2390.00 (SPXW1802C2390-E),0.0,0.0,332.70,349.80,0,0,18 Mar 2390.00 (SPXW1802O2390-E),2.50,+0.20,1.90,2.05,14,2161,
18 Mar 2395.00 (SPXW1802C2395),0.0,0.0,327.80,344.60,0,0,18 Mar 2395.00 (SPXW1802O2395),2.15,-7.40,1.90,2.10,37,82,
18 Mar 2395.00 (SPXW1802C2395-E),0.0,0.0,327.80,344.60,0,0,18 Mar 2395.00 (SPXW1802O2395-E),2.15,-7.40,1.90,2.10,37,82,
18 Mar 2400.00 (SPXW1802C2400),229.50,0.0,322.80,339.90,0,4,18 Mar 2400.00 (SPXW1802O2400),2.20,-0.25,2.00,2.15,8619,7965,
18 Mar 2400.00 (SPXW1802C2400-E),229.50,0.0,322.80,339.90,0,4,18 Mar 2400.00 (SPXW1802O2400-E),2.20,-0.25,2.00,2.15,8619,7965,
18 Mar 2405.00 (SPXW1802C2405),0.0,0.0,317.80,335.00,0,0,18 Mar 2405.00 (SPXW1802O2405),2.25,-0.20,2.00,2.20,48,60,
18 Mar 2405.00 (SPXW1802C2405-E),0.0,0.0,317.80,335.00,0,0,18 Mar 2405.00 (SPXW1802O2405-E),2.25,-0.20,2.00,2.20,48,60,
18 Mar 2410.00 (SPXW1802C2410),0.0,0.0,312.90,330.00,0,0,18 Mar 2410.00 (SPXW1802O2410),2.80,-1.05,2.05,2.25,10,73,
18 Mar 2410.00 (SPXW1802C2410-E),0.0,0.0,312.90,330.00,0,0,18 Mar 2410.00 (SPXW1802O2410-E),2.80,-1.05,2.05,2.25,10,73,
18 Mar 2415.00 (SPXW1802C2415),0.0,0.0,307.40,325.10,0,0,18 Mar 2415.00 (SPXW1802O2415),2.35,-5.60,2.10,2.30,40,121,
18 Mar 2415.00 (SPXW1802C2415-E),0.0,0.0,307.40,325.10,0,0,18 Mar 2415.00 (SPXW1802O2415-E),2.35,-5.60,2.10,2.30,40,121,
18 Mar 2420.00 (SPXW1802C2420),0.0,0.0,301.80,320.10,0,0,18 Mar 2420.00 (SPXW1802O2420),2.85,0.0,2.10,2.30,0,1238,
18 Mar 2420.00 (SPXW1802C2420-E),0.0,0.0,301.80,320.10,0,0,18 Mar 2420.00 (SPXW1802O2420-E),2.85,0.0,2.10,2.30,0,1238,
18 Mar 2425.00 (SPXW1802C2425),0.0,0.0,298.00,315.20,0,0,18 Mar 2425.00 (SPXW1802O2425),2.48,-0.32,2.20,2.35,29,2509,
18 Mar 2425.00 (SPXW1802C2425-E),0.0,0.0,298.00,315.20,0,0,18 Mar 2425.00 (SPXW1802O2425-E),2.48,-0.32,2.20,2.35,29,2509,
18 Mar 2430.00 (SPXW1802C2430),0.0,0.0,293.00,310.50,0,0,18 Mar 2430.00 (SPXW1802O2430),2.50,-2.15,2.25,2.40,3,115,
18 Mar 2430.00 (SPXW1802C2430-E),0.0,0.0,293.00,310.50,0,0,18 Mar 2430.00 (SPXW1802O2430-E),2.50,-2.15,2.25,2.40,3,115,
18 Mar 2435.00 (SPXW1802C2435),0.0,0.0,287.50,305.30,0,0,18 Mar 2435.00 (SPXW1802O2435),2.58,-0.42,2.30,2.45,8,220,
18 Mar 2435.00 (SPXW1802C2435-E),0.0,0.0,287.50,305.30,0,0,18 Mar 2435.00 (SPXW1802O2435-E),2.58,-0.42,2.30,2.45,8,220,
18 Mar 2440.00 (SPXW1802C2440),0.0,0.0,287.80,299.90,0,0,18 Mar 2440.00 (SPXW1802O2440),2.65,-0.75,2.35,2.55,3,2722,
18 Mar 2440.00 (SPXW1802C2440-E),0.0,0.0,287.80,299.90,0,0,18 Mar 2440.00 (SPXW1802O2440-E),2.65,-0.75,2.35,2.55,3,2722,
18 Mar 2445.00 (SPXW1802C2445),0.0,0.0,278.30,295.70,0,0,18 Mar 2445.00 (SPXW1802O2445),2.70,-5.65,2.40,2.60,7,2444,
18 Mar 2445.00 (SPXW1802C2445-E),0.0,0.0,278.30,295.70,0,0,18 Mar 2445.00 (SPXW1802O2445-E),2.70,-5.65,2.40,2.60,7,2444,
18 Mar 2450.00 (SPXW1802C2450),164.20,0.0,281.60,284.40,0,4,18 Mar 2450.00 (SPXW1802O2450),2.90,-0.60,2.50,2.65,2025,8301,
18 Mar 2450.00 (SPXW1802C2450-E),164.20,0.0,281.60,284.40,0,4,18 Mar 2450.00 (SPXW1802O2450-E),2.90,-0.60,2.50,2.65,2025,8301,
18 Mar 2455.00 (SPXW1802C2455),180.85,0.0,276.60,279.50,0,0,18 Mar 2455.00 (SPXW1802O2455),2.85,-0.65,2.50,2.70,5,376,
18 Mar 2455.00 (SPXW1802C2455-E),180.85,0.0,276.60,279.50,0,0,18 Mar 2455.00 (SPXW1802O2455-E),2.85,-0.65,2.50,2.70,5,376,
18 Mar 2460.00 (SPXW1802C2460),0.0,0.0,271.70,274.50,0,0,18 Mar 2460.00 (SPXW1802O2460),2.90,-5.95,2.60,2.80,13,986,
18 Mar 2460.00 (SPXW1802C2460-E),0.0,0.0,271.70,274.50,0,0,18 Mar 2460.00 (SPXW1802O2460-E),2.90,-5.95,2.60,2.80,13,986,
18 Mar 2465.00 (SPXW1802C2465),167.22,0.0,266.80,269.60,0,1,18 Mar 2465.00 (SPXW1802O2465),3.00,-0.45,2.65,2.85,3,153,
18 Mar 2465.00 (SPXW1802C2465-E),167.22,0.0,266.80,269.60,0,1,18 Mar 2465.00 (SPXW1802O2465-E),3.00,-0.45,2.65,2.85,3,153,
18 Mar 2470.00 (SPXW1802C2470),207.19,0.0,261.90,264.70,0,10,18 Mar 2470.00 (SPXW1802O2470),3.30,-0.55,2.70,2.95,26,1438,
18 Mar 2470.00 (SPXW1802C2470-E),207.19,0.0,261.90,264.70,0,10,18 Mar 2470.00 (SPXW1802O2470-E),3.30,-0.55,2.70,2.95,26,1438,
18 Mar 2475.00 (SPXW1802C2475),261.02,0.0,257.00,259.80,0,1,18 Mar 2475.00 (SPXW1802O2475),3.41,-0.59,2.80,3.00,5,3815,
18 Mar 2475.00 (SPXW1802C2475-E),261.02,0.0,257.00,259.80,0,1,18 Mar 2475.00 (SPXW1802O2475-E),3.41,-0.59,2.80,3.00,5,3815,
18 Mar 2480.00 (SPXW1802C2480),136.30,0.0,252.10,254.90,0,30,18 Mar 2480.00 (SPXW1802O2480),2.90,-1.90,2.85,3.10,45,472,
18 Mar 2480.00 (SPXW1802C2480-E),136.30,0.0,252.10,254.90,0,30,18 Mar 2480.00 (SPXW1802O2480-E),2.90,-1.90,2.85,3.10,45,472,
18 Mar 2485.00 (SPXW1802C2485),173.80,0.0,247.20,250.00,0,4,18 Mar 2485.00 (SPXW1802O2485),3.33,-0.72,2.95,3.20,90,187,
18 Mar 2485.00 (SPXW1802C2485-E),173.80,0.0,247.20,250.00,0,4,18 Mar 2485.00 (SPXW1802O2485-E),3.33,-0.72,2.95,3.20,90,187,
18 Mar 2490.00 (SPXW1802C2490),188.76,0.0,242.30,245.10,0,13,18 Mar 2490.00 (SPXW1802O2490),3.10,-1.65,3.00,3.30,88,669,
18 Mar 2490.00 (SPXW1802C2490-E),188.76,0.0,242.30,245.10,0,13,18 Mar 2490.00 (SPXW1802O2490-E),3.10,-1.65,3.00,3.30,88,669,
18 Mar 2495.00 (SPXW1802C2495),213.90,0.0,237.40,240.20,0,2,18 Mar 2495.00 (SPXW1802O2495),3.60,-3.09,3.10,3.40,10,763,
18 Mar 2495.00 (SPXW1802C2495-E),213.90,0.0,237.40,240.20,0,2,18 Mar 2495.00 (SPXW1802O2495-E),3.60,-3.09,3.10,3.40,10,763,
18 Mar 2500.00 (SPXW1802C2500),166.10,0.0,232.40,235.20,0,165,18 Mar 2500.00 (SPXW1802O2500),3.60,-1.55,3.30,3.50,566,25326,
18 Mar 2500.00 (SPXW1802C2500-E),166.10,0.0,232.40,235.20,0,165,18 Mar 2500.00 (SPXW1802O2500-E),3.60,-1.55,3.30,3.50,566,25326,
18 Mar 2505.00 (SPXW1802C2505),153.20,0.0,227.60,230.40,0,1,18 Mar 2505.00 (SPXW1802O2505),3.80,-3.50,3.40,3.60,3,583,
18 Mar 2505.00 (SPXW1802C2505-E),153.20,0.0,227.60,230.40,0,1,18 Mar 2505.00 (SPXW1802O2505-E),3.80,-3.50,3.40,3.60,3,583,
18 Mar 2510.00 (SPXW1802C2510),217.25,+65.85,222.70,225.50,1,2,18 Mar 2510.00 (SPXW1802O2510),4.10,-1.75,3.50,3.80,41,670,
18 Mar 2510.00 (SPXW1802C2510-E),217.25,+65.85,222.70,225.50,1,2,18 Mar 2510.00 (SPXW1802O2510-E),4.10,-1.75,3.50,3.80,41,670,
18 Mar 2515.00 (SPXW1802C2515),144.30,0.0,217.80,220.60,0,2,18 Mar 2515.00 (SPXW1802O2515),4.00,-2.10,3.60,3.90,54,3206,
18 Mar 2515.00 (SPXW1802C2515-E),144.30,0.0,217.80,220.60,0,2,18 Mar 2515.00 (SPXW1802O2515-E),4.00,-2.10,3.60,3.90,54,3206,
18 Mar 2520.00 (SPXW1802C2520),141.00,0.0,213.00,215.70,0,27,18 Mar 2520.00 (SPXW1802O2520),4.24,-1.12,3.70,4.00,45,243,
18 Mar 2520.00 (SPXW1802C2520-E),141.00,0.0,213.00,215.70,0,27,18 Mar 2520.00 (SPXW1802O2520-E),4.24,-1.12,3.70,4.00,45,243,
18 Mar 2525.00 (SPXW1802C2525),173.10,0.0,208.10,210.80,0,30,18 Mar 2525.00 (SPXW1802O2525),4.50,-1.90,3.80,4.10,32,6254,
18 Mar 2525.00 (SPXW1802C2525-E),173.10,0.0,208.10,210.80,0,30,18 Mar 2525.00 (SPXW1802O2525-E),4.50,-1.90,3.80,4.10,32,6254,
18 Mar 2530.00 (SPXW1802C2530),169.80,0.0,203.30,206.00,0,4,18 Mar 2530.00 (SPXW1802O2530),4.90,-1.05,4.00,4.30,133,1586,
18 Mar 2530.00 (SPXW1802C2530-E),169.80,0.0,203.30,206.00,0,4,18 Mar 2530.00 (SPXW1802O2530-E),4.90,-1.05,4.00,4.30,133,1586,
18 Mar 2535.00 (SPXW1802C2535),104.00,0.0,198.50,201.20,0,25,18 Mar 2535.00 (SPXW1802O2535),4.70,-2.15,4.10,4.40,59,310,
18 Mar 2535.00 (SPXW1802C2535-E),104.00,0.0,198.50,201.20,0,25,18 Mar 2535.00 (SPXW1802O2535-E),4.70,-2.15,4.10,4.40,59,310,
18 Mar 2540.00 (SPXW1802C2540),0.0,0.0,193.50,196.20,0,0,18 Mar 2540.00 (SPXW1802O2540),6.35,-0.60,4.30,4.60,31,3515,
18 Mar 2540.00 (SPXW1802C2540-E),0.0,0.0,193.50,196.20,0,0,18 Mar 2540.00 (SPXW1802O2540-E),6.35,-0.60,4.30,4.60,31,3515,
18 Mar 2545.00 (SPXW1802C2545),158.30,0.0,188.70,191.40,0,13,18 Mar 2545.00 (SPXW1802O2545),5.55,-2.20,4.40,4.80,29,497,
18 Mar 2545.00 (SPXW1802C2545-E),158.30,0.0,188.70,191.40,0,13,18 Mar 2545.00 (SPXW1802O2545-E),5.55,-2.20,4.40,4.80,29,497,
18 Mar 2550.00 (SPXW1802C2550),178.90,+52.75,183.90,186.60,1,98,18 Mar 2550.00 (SPXW1802O2550),4.90,-2.40,4.60,4.90,860,44784,
18 Mar 2550.00 (SPXW1802C2550-E),178.90,+52.75,183.90,186.60,1,98,18 Mar 2550.00 (SPXW1802O2550-E),4.90,-2.40,4.60,4.90,860,44784,
18 Mar 2555.00 (SPXW1802C2555),145.20,0.0,179.10,181.80,0,45,18 Mar 2555.00 (SPXW1802O2555),5.50,-2.05,4.80,5.10,47,427,
18 Mar 2555.00 (SPXW1802C2555-E),145.20,0.0,179.10,181.80,0,45,18 Mar 2555.00 (SPXW1802O2555-E),5.50,-2.05,4.80,5.10,47,427,
18 Mar 2560.00 (SPXW1802C2560),109.40,0.0,174.50,177.10,0,47,18 Mar 2560.00 (SPXW1802O2560),5.10,-2.85,5.00,5.30,55,1830,
18 Mar 2560.00 (SPXW1802C2560-E),109.40,0.0,174.50,177.10,0,47,18 Mar 2560.00 (SPXW1802O2560-E),5.10,-2.85,5.00,5.30,55,1830,
18 Mar 2565.00 (SPXW1802C2565),107.00,0.0,169.70,172.30,0,4,18 Mar 2565.00 (SPXW1802O2565),5.45,-3.80,5.30,5.60,16,492,
18 Mar 2565.00 (SPXW1802C2565-E),107.00,0.0,169.70,172.30,0,4,18 Mar 2565.00 (SPXW1802O2565-E),5.45,-3.80,5.30,5.60,16,492,
18 Mar 2570.00 (SPXW1802C2570),103.20,0.0,164.90,167.60,0,4,18 Mar 2570.00 (SPXW1802O2570),5.70,-2.84,5.50,5.80,11,2637,
18 Mar 2570.00 (SPXW1802C2570-E),103.20,0.0,164.90,167.60,0,4,18 Mar 2570.00 (SPXW1802O2570-E),5.70,-2.84,5.50,5.80,11,2637,
18 Mar 2575.00 (SPXW1802C2575),127.60,+4.00,160.10,162.70,1,27,18 Mar 2575.00 (SPXW1802O2575),6.75,-2.45,5.70,6.10,88,1454,
18 Mar 2575.00 (SPXW1802C2575-E),127.60,+4.00,160.10,162.70,1,27,18 Mar 2575.00 (SPXW1802O2575-E),6.75,-2.45,5.70,6.10,88,1454,
18 Mar 2580.00 (SPXW1802C2580),128.80,+0.30,155.40,158.00,2,48,18 Mar 2580.00 (SPXW1802O2580),6.75,-2.80,6.00,6.40,50,366,
18 Mar 2580.00 (SPXW1802C2580-E),128.80,+0.30,155.60,158.20,2,48,18 Mar 2580.00 (SPXW1802O2580-E),6.75,-2.80,6.00,6.40,50,366,
18 Mar 2585.00 (SPXW1802C2585),118.30,0.0,150.80,153.40,0,29,18 Mar 2585.00 (SPXW1802O2585),6.85,-5.15,6.30,6.60,18,683,
18 Mar 2585.00 (SPXW1802C2585-E),118.30,0.0,150.80,153.40,0,29,18 Mar 2585.00 (SPXW1802O2585-E),6.85,-5.15,6.30,6.60,18,683,
18 Mar 2590.00 (SPXW1802C2590),119.80,+5.12,146.10,148.70,3,20,18 Mar 2590.00 (SPXW1802O2590),7.70,-2.97,6.60,6.90,33,1540,
18 Mar 2590.00 (SPXW1802C2590-E),119.80,+5.12,146.10,148.70,3,20,18 Mar 2590.00 (SPXW1802O2590-E),7.70,-2.97,6.60,6.90,33,1540,
18 Mar 2595.00 (SPXW1802C2595),112.50,0.0,141.50,144.00,0,129,18 Mar 2595.00 (SPXW1802O2595),7.70,-3.47,6.90,7.30,32,883,
18 Mar 2595.00 (SPXW1802C2595-E),112.50,0.0,141.70,144.20,0,129,18 Mar 2595.00 (SPXW1802O2595-E),7.70,-3.47,6.90,7.30,32,883,
18 Mar 2600.00 (SPXW1802C2600),104.70,-3.40,136.70,139.20,4611,4663,18 Mar 2600.00 (SPXW1802O2600),7.70,-3.95,7.30,7.60,630,25958,
18 Mar 2600.00 (SPXW1802C2600-E),104.70,-3.40,136.70,139.20,4611,4663,18 Mar 2600.00 (SPXW1802O2600-E),7.70,-3.95,7.30,7.60,630,25958,
18 Mar 2605.00 (SPXW1802C2605),121.60,+41.70,132.20,134.70,2,121,18 Mar 2605.00 (SPXW1802O2605),7.90,-5.00,7.60,8.00,65,485,
18 Mar 2605.00 (SPXW1802C2605-E),121.60,+41.70,132.40,134.90,2,121,18 Mar 2605.00 (SPXW1802O2605-E),7.90,-5.00,7.60,8.00,65,485,
18 Mar 2610.00 (SPXW1802C2610),102.11,0.0,127.60,130.10,0,30,18 Mar 2610.00 (SPXW1802O2610),9.00,-4.95,8.00,8.40,47,1618,
18 Mar 2610.00 (SPXW1802C2610-E),102.11,0.0,127.60,130.10,0,30,18 Mar 2610.00 (SPXW1802O2610-E),9.00,-4.95,8.00,8.40,47,1618,
18 Mar 2615.00 (SPXW1802C2615),115.05,+42.95,123.00,125.50,10,113,18 Mar 2615.00 (SPXW1802O2615),8.70,-9.11,8.40,8.80,118,1445,
18 Mar 2615.00 (SPXW1802C2615-E),115.05,+42.95,123.00,125.50,10,113,18 Mar 2615.00 (SPXW1802O2615-E),8.70,-9.11,8.40,8.80,118,1445,
18 Mar 2620.00 (SPXW1802C2620),115.60,+29.61,118.80,120.40,136,119,18 Mar 2620.00 (SPXW1802O2620),10.40,-4.30,8.80,9.20,115,842,
18 Mar 2620.00 (SPXW1802C2620-E),115.60,+29.61,118.80,120.40,136,119,18 Mar 2620.00 (SPXW1802O2620-E),10.40,-4.30,8.80,9.20,115,842,
