SPX (S&P 500 INDEX),2731.25,+32.62,
Feb 15 2018 @ 16:16 ET,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
18 Mar 2825.00 (SPXW1814C2825),7.90,+3.55,8.40,8.70,15,3779,18 Mar 2825.00 (SPXW1814O2825),166.65,0.0,102.10,104.00,0,2,
18 Mar 2825.00 (SPXW1814C2825-E),7.90,+3.55,8.40,8.70,15,3779,18 Mar 2825.00 (SPXW1814O2825-E),166.65,0.0,102.10,104.00,0,2,
18 Mar 2830.00 (SPXW1814C2830),6.20,+0.50,7.60,8.00,23,0,18 Mar 2830.00 (SPXW1814O2830),0.0,0.0,106.40,108.30,0,0,
18 Mar 2830.00 (SPXW1814C2830-E),6.20,+0.50,7.60,8.00,23,0,18 Mar 2830.00 (SPXW1814O2830-E),0.0,0.0,106.40,108.30,0,0,
18 Mar 2850.00 (SPXW1814C2850),5.70,+3.05,5.40,5.70,88,26,18 Mar 2850.00 (SPXW1814O2850),0.0,0.0,123.60,126.10,0,0,
18 Mar 2850.00 (SPXW1814C2850-E),5.70,+3.05,5.40,5.70,88,26,18 Mar 2850.00 (SPXW1814O2850-E),0.0,0.0,123.60,126.10,0,0,
18 Mar 2875.00 (SPXW1814C2875),3.90,+2.60,3.60,3.80,28,237,18 Mar 2875.00 (SPXW1814O2875),182.00,0.0,146.90,149.50,0,2,
18 Mar 2875.00 (SPXW1814C2875-E),3.90,+2.60,3.60,3.80,28,237,18 Mar 2875.00 (SPXW1814O2875-E),182.00,0.0,146.90,149.50,0,2,
18 Mar 2900.00 (SPXW1814C2900),1.05,0.0,2.40,2.70,0,5,18 Mar 2900.00 (SPXW1814O2900),205.20,0.0,170.60,173.30,0,2,
18 Mar 2900.00 (SPXW1814C2900-E),1.05,0.0,2.40,2.70,0,5,18 Mar 2900.00 (SPXW1814O2900-E),205.20,0.0,170.60,173.30,0,2,
18 Mar 2925.00 (SPXW1814C2925),1.18,0.0,1.65,1.95,15,0,18 Mar 2925.00 (SPXW1814O2925),0.0,0.0,190.20,202.40,0,0,
18 Mar 2925.00 (SPXW1814C2925-E),1.18,0.0,1.65,1.95,15,0,18 Mar 2925.00 (SPXW1814O2925-E),0.0,0.0,190.20,202.40,0,0,
18 Mar 2950.00 (SPXW1814C2950),0.87,0.0,1.20,1.45,0,19,18 Mar 2950.00 (SPXW1814O2950),0.0,0.0,214.00,226.90,0,0,
18 Mar 2950.00 (SPXW1814C2950-E),0.87,0.0,1.20,1.45,0,19,18 Mar 2950.00 (SPXW1814O2950-E),0.0,0.0,214.00,226.90,0,0,
18 Mar 2975.00 (SPXW1814C2975),1.20,0.0,0.85,1.10,0,7,18 Mar 2975.00 (SPXW1814O2975),0.0,0.0,237.70,254.90,0,0,
18 Mar 2975.00 (SPXW1814C2975-E),1.20,0.0,0.85,1.10,0,7,18 Mar 2975.00 (SPXW1814O2975-E),0.0,0.0,237.70,254.90,0,0,
18 Mar 3000.00 (SPXW1814C3000),0.46,0.0,0.65,0.85,0,8,18 Mar 3000.00 (SPXW1814O3000),0.0,0.0,262.20,280.10,0,0,
18 Mar 3000.00 (SPXW1814C3000-E),0.46,0.0,0.65,0.85,0,8,18 Mar 3000.00 (SPXW1814O3000-E),0.0,0.0,262.20,280.10,0,0,
18 Mar 3050.00 (SPXW1814C3050),2.00,0.0,0.35,0.60,0,2,18 Mar 3050.00 (SPXW1814O3050),0.0,0.0,311.60,329.90,0,0,
18 Mar 3050.00 (SPXW1814C3050-E),2.00,0.0,0.35,0.60,0,2,18 Mar 3050.00 (SPXW1814O3050-E),0.0,0.0,311.60,329.90,0,0,
18 Mar 3100.00 (SPXW1814C3100),1.75,0.0,0.20,0.40,0,107,18 Mar 3100.00 (SPXW1814O3100),0.0,0.0,361.60,379.00,0,0,
18 Mar 3100.00 (SPXW1814C3100-E),1.75,0.0,0.20,0.40,0,107,18 Mar 3100.00 (SPXW1814O3100-E),0.0,0.0,361.60,379.00,0,0,
18 Mar 500.00 (SPX1816C500),2250.00,0.0,2224.20,2232.60,0,711,18 Mar 500.00 (SPX1816O500),0.30,0.0,0.0,0.05,0,700,
18 Mar 500.00 (SPXW1816C500),0.0,0.0,2218.20,2233.50,0,0,18 Mar 500.00 (SPXW1816O500),0.25,0.0,0.0,0.05,0,220,
18 Mar 500.00 (SPX1816C500-E),2250.00,0.0,2224.20,2232.60,0,711,18 Mar 500.00 (SPX1816O500-E),0.30,0.0,0.0,0.05,0,700,
18 Mar 500.00 (SPXW1816C500-E),0.0,0.0,2218.20,2233.50,0,0,18 Mar 500.00 (SPXW1816O500-E),0.25,0.0,0.0,0.05,0,220,
18 Mar 600.00 (SPX1816C600),1893.30,0.0,2124.80,2133.10,0,1,18 Mar 600.00 (SPX1816O600),0.28,0.0,0.0,0.10,0,210,
18 Mar 600.00 (SPXW1816C600),0.0,0.0,2117.70,2133.50,0,0,18 Mar 600.00 (SPXW1816O600),0.0,0.0,0.0,0.05,0,0,
18 Mar 600.00 (SPX1816C600-E),1893.30,0.0,2124.80,2133.10,0,1,18 Mar 600.00 (SPX1816O600-E),0.28,0.0,0.0,0.10,0,210,
18 Mar 600.00 (SPXW1816C600-E),0.0,0.0,2117.70,2133.50,0,0,18 Mar 600.00 (SPXW1816O600-E),0.0,0.0,0.0,0.05,0,0,
18 Mar 700.00 (SPX1816C700),1920.30,0.0,2024.90,2033.30,0,52,18 Mar 700.00 (SPX1816O700),0.20,0.0,0.0,0.10,0,200,
18 Mar 700.00 (SPXW1816C700),0.0,0.0,2017.90,2034.20,0,0,18 Mar 700.00 (SPXW1816O700),0.05,0.0,0.0,0.10,0,40,
18 Mar 700.00 (SPX1816C700-E),1920.30,0.0,2024.90,2033.30,0,52,18 Mar 700.00 (SPX1816O700-E),0.20,0.0,0.0,0.10,0,200,
18 Mar 700.00 (SPXW1816C700-E),0.0,0.0,2017.90,2034.20,0,0,18 Mar 700.00 (SPXW1816O700-E),0.05,0.0,0.0,0.10,0,40,
18 Mar 800.00 (SPX1816C800),1715.25,0.0,1925.10,1933.40,0,82,18 Mar 800.00 (SPX1816O800),0.35,0.0,0.0,0.10,0,150,
18 Mar 800.00 (SPXW1816C800),0.0,0.0,1918.10,1934.40,0,0,18 Mar 800.00 (SPXW1816O800),0.05,0.0,0.0,0.10,0,20,
18 Mar 800.00 (SPX1816C800-E),1715.25,0.0,1925.10,1933.40,0,82,18 Mar 800.00 (SPX1816O800-E),0.35,0.0,0.0,0.10,0,150,
18 Mar 800.00 (SPXW1816C800-E),0.0,0.0,1918.10,1934.40,0,0,18 Mar 800.00 (SPXW1816O800-E),0.05,0.0,0.0,0.10,0,20,
18 Mar 900.00 (SPX1816C900),1749.20,0.0,1825.30,1833.60,0,3,18 Mar 900.00 (SPX1816O900),0.48,0.0,0.0,0.05,0,62,
18 Mar 900.00 (SPXW1816C900),0.0,0.0,1818.90,1834.10,0,0,18 Mar 900.00 (SPXW1816O900),0.05,0.0,0.0,0.10,0,15,
18 Mar 900.00 (SPX1816C900-E),1749.20,0.0,1825.30,1833.60,0,3,18 Mar 900.00 (SPX1816O900-E),0.48,0.0,0.0,0.05,0,62,
18 Mar 900.00 (SPXW1816C900-E),0.0,0.0,1818.90,1834.10,0,0,18 Mar 900.00 (SPXW1816O900-E),0.05,0.0,0.0,0.10,0,15,
18 Mar 1000.00 (SPX1816C1000),1716.10,+20.10,1725.50,1733.80,925,60907,18 Mar 1000.00 (SPX1816O1000),0.05,0.0,0.0,0.05,925,61922,
18 Mar 1000.00 (SPXW1816C1000),0.0,0.0,1718.40,1734.60,0,0,18 Mar 1000.00 (SPXW1816O1000),0.30,0.0,0.0,0.10,0,1936,
18 Mar 1000.00 (SPX1816C1000-E),1716.10,+20.10,1725.50,1733.80,925,60907,18 Mar 1000.00 (SPX1816O1000-E),0.05,0.0,0.0,0.05,925,61922,
18 Mar 1000.00 (SPXW1816C1000-E),0.0,0.0,1718.40,1734.60,0,0,18 Mar 1000.00 (SPXW1816O1000-E),0.30,0.0,0.0,0.10,0,1936,
18 Mar 1100.00 (SPX1816C1100),1601.90,+52.40,1625.60,1633.90,1,686,18 Mar 1100.00 (SPX1816O1100),0.10,0.0,0.0,0.05,0,84808,
18 Mar 1100.00 (SPXW1816C1100),0.0,0.0,1618.60,1635.20,0,0,18 Mar 1100.00 (SPXW1816O1100),0.05,0.0,0.0,0.10,0,1003,
18 Mar 1100.00 (SPX1816C1100-E),1601.90,+52.40,1625.60,1633.90,1,686,18 Mar 1100.00 (SPX1816O1100-E),0.10,0.0,0.0,0.05,0,84808,
18 Mar 1100.00 (SPXW1816C1100-E),0.0,0.0,1618.60,1635.20,0,0,18 Mar 1100.00 (SPXW1816O1100-E),0.05,0.0,0.0,0.10,0,1003,
18 Mar 1200.00 (SPX1816C1200),1449.70,0.0,1525.80,1534.10,0,6,18 Mar 1200.00 (SPX1816O1200),0.05,+0.02,0.0,0.05,97,19213,
18 Mar 1200.00 (SPXW1816C1200),0.0,0.0,1519.50,1534.90,0,0,18 Mar 1200.00 (SPXW1816O1200),0.05,0.0,0.0,0.05,1,416,
18 Mar 1200.00 (SPX1816C1200-E),1449.70,0.0,1525.80,1534.10,0,6,18 Mar 1200.00 (SPX1816O1200-E),0.05,+0.02,0.0,0.05,97,19213,
18 Mar 1200.00 (SPXW1816C1200-E),0.0,0.0,1519.50,1534.90,0,0,18 Mar 1200.00 (SPXW1816O1200-E),0.05,0.0,0.0,0.05,1,416,
18 Mar 1225.00 (SPX1816C1225),1436.30,0.0,1500.90,1509.20,0,11,18 Mar 1225.00 (SPX1816O1225),0.01,-0.04,0.0,0.05,282,6040,
18 Mar 1225.00 (SPXW1816C1225),0.0,0.0,1493.80,1510.20,0,0,18 Mar 1225.00 (SPXW1816O1225),0.05,-0.85,0.0,0.05,1,557,
18 Mar 1225.00 (SPX1816C1225-E),1436.30,0.0,1500.90,1509.20,0,11,18 Mar 1225.00 (SPX1816O1225-E),0.01,-0.04,0.0,0.05,282,6040,
18 Mar 1225.00 (SPXW1816C1225-E),0.0,0.0,1493.80,1510.20,0,0,18 Mar 1225.00 (SPXW1816O1225-E),0.05,-0.85,0.0,0.05,1,557,
18 Mar 1250.00 (SPX1816C1250),1407.00,0.0,1475.90,1484.20,0,60,18 Mar 1250.00 (SPX1816O1250),0.04,-0.01,0.0,0.10,272,12020,
18 Mar 1250.00 (SPXW1816C1250),0.0,0.0,1469.60,1484.70,0,0,18 Mar 1250.00 (SPXW1816O1250),1.25,0.0,0.05,0.15,0,1488,
18 Mar 1250.00 (SPX1816C1250-E),1407.00,0.0,1475.90,1484.20,0,60,18 Mar 1250.00 (SPX1816O1250-E),0.04,-0.01,0.0,0.10,272,12020,
18 Mar 1250.00 (SPXW1816C1250-E),0.0,0.0,1469.60,1484.70,0,0,18 Mar 1250.00 (SPXW1816O1250-E),1.25,0.0,0.05,0.15,0,1488,
18 Mar 1275.00 (SPX1816C1275),1366.30,0.0,1451.00,1459.30,0,283,18 Mar 1275.00 (SPX1816O1275),0.07,+0.02,0.05,0.10,241,5800,
18 Mar 1275.00 (SPXW1816C1275),0.0,0.0,1444.70,1460.00,0,0,18 Mar 1275.00 (SPXW1816O1275),0.15,0.0,0.05,0.15,0,78,
18 Mar 1275.00 (SPX1816C1275-E),1366.30,0.0,1451.00,1459.30,0,283,18 Mar 1275.00 (SPX1816O1275-E),0.07,+0.02,0.05,0.10,241,5800,
18 Mar 1275.00 (SPXW1816C1275-E),0.0,0.0,1444.70,1460.00,0,0,18 Mar 1275.00 (SPXW1816O1275-E),0.15,0.0,0.05,0.15,0,78,
18 Mar 1300.00 (SPX1816C1300),1349.90,0.0,1426.00,1434.30,0,17,18 Mar 1300.00 (SPX1816O1300),0.11,+0.04,0.05,0.10,120,15098,
18 Mar 1300.00 (SPXW1816C1300),0.0,0.0,1419.70,1435.40,0,0,18 Mar 1300.00 (SPXW1816O1300),0.80,0.0,0.05,0.10,0,96,
18 Mar 1300.00 (SPX1816C1300-E),1349.90,0.0,1426.00,1434.30,0,17,18 Mar 1300.00 (SPX1816O1300-E),0.11,+0.04,0.05,0.10,120,15098,
18 Mar 1300.00 (SPXW1816C1300-E),0.0,0.0,1419.70,1435.40,0,0,18 Mar 1300.00 (SPXW1816O1300-E),0.80,0.0,0.05,0.10,0,96,
18 Mar 1325.00 (SPX1816C1325),1326.15,0.0,1401.10,1409.40,0,5,18 Mar 1325.00 (SPX1816O1325),0.10,0.0,0.05,0.20,175,5347,
18 Mar 1325.00 (SPXW1816C1325),0.0,0.0,1393.80,1410.10,0,0,18 Mar 1325.00 (SPXW1816O1325),1.05,0.0,0.05,0.15,0,200,
18 Mar 1325.00 (SPX1816C1325-E),1326.15,0.0,1401.10,1409.40,0,5,18 Mar 1325.00 (SPX1816O1325-E),0.10,0.0,0.05,0.20,175,5347,
18 Mar 1325.00 (SPXW1816C1325-E),0.0,0.0,1393.80,1410.10,0,0,18 Mar 1325.00 (SPXW1816O1325-E),1.05,0.0,0.05,0.15,0,200,
18 Mar 1350.00 (SPX1816C1350),1307.35,0.0,1376.10,1384.40,0,64,18 Mar 1350.00 (SPX1816O1350),0.10,+0.05,0.05,0.20,163,5172,
18 Mar 1350.00 (SPXW1816C1350),0.0,0.0,1369.80,1385.50,0,0,18 Mar 1350.00 (SPXW1816O1350),0.90,0.0,0.05,0.20,0,101,
18 Mar 1350.00 (SPX1816C1350-E),1307.35,0.0,1376.10,1384.40,0,64,18 Mar 1350.00 (SPX1816O1350-E),0.10,+0.05,0.05,0.20,163,5172,
18 Mar 1350.00 (SPXW1816C1350-E),0.0,0.0,1369.80,1385.50,0,0,18 Mar 1350.00 (SPXW1816O1350-E),0.90,0.0,0.05,0.20,0,101,
18 Mar 1375.00 (SPX1816C1375),1275.00,0.0,1351.20,1359.50,0,2,18 Mar 1375.00 (SPX1816O1375),0.10,0.0,0.05,0.25,0,4524,
18 Mar 1375.00 (SPXW1816C1375),0.0,0.0,1343.90,1360.10,0,0,18 Mar 1375.00 (SPXW1816O1375),0.10,0.0,0.05,0.20,157,139,
18 Mar 1375.00 (SPX1816C1375-E),1275.00,0.0,1351.20,1359.50,0,2,18 Mar 1375.00 (SPX1816O1375-E),0.10,0.0,0.05,0.25,0,4524,
18 Mar 1375.00 (SPXW1816C1375-E),0.0,0.0,1343.90,1360.10,0,0,18 Mar 1375.00 (SPXW1816O1375-E),0.10,0.0,0.05,0.20,157,139,
18 Mar 1400.00 (SPX1816C1400),1245.55,0.0,1326.30,1334.50,0,443,18 Mar 1400.00 (SPX1816O1400),0.11,-0.06,0.05,0.25,76,9550,
18 Mar 1400.00 (SPXW1816C1400),0.0,0.0,1319.00,1335.10,0,0,18 Mar 1400.00 (SPXW1816O1400),0.95,0.0,0.05,0.25,0,428,
18 Mar 1400.00 (SPX1816C1400-E),1245.55,0.0,1326.30,1334.50,0,443,18 Mar 1400.00 (SPX1816O1400-E),0.11,-0.06,0.05,0.25,76,9550,
18 Mar 1400.00 (SPXW1816C1400-E),0.0,0.0,1319.00,1335.10,0,0,18 Mar 1400.00 (SPXW1816O1400-E),0.95,0.0,0.05,0.25,0,428,
18 Mar 1425.00 (SPX1816C1425),1252.20,0.0,1301.30,1309.60,0,10,18 Mar 1425.00 (SPX1816O1425),0.20,0.0,0.05,0.25,0,7376,
18 Mar 1425.00 (SPXW1816C1425),0.0,0.0,1294.00,1310.30,0,0,18 Mar 1425.00 (SPXW1816O1425),0.15,0.0,0.10,0.25,0,200,
18 Mar 1425.00 (SPX1816C1425-E),1252.20,0.0,1301.30,1309.60,0,10,18 Mar 1425.00 (SPX1816O1425-E),0.20,0.0,0.05,0.25,0,7376,
18 Mar 1425.00 (SPXW1816C1425-E),0.0,0.0,1294.00,1310.30,0,0,18 Mar 1425.00 (SPXW1816O1425-E),0.15,0.0,0.10,0.25,0,200,
18 Mar 1450.00 (SPX1816C1450),1221.75,0.0,1276.40,1284.70,0,8,18 Mar 1450.00 (SPX1816O1450),0.15,0.0,0.05,0.30,0,4251,
18 Mar 1450.00 (SPXW1816C1450),0.0,0.0,1269.10,1285.20,0,0,18 Mar 1450.00 (SPXW1816O1450),0.08,0.0,0.15,0.25,0,275,
18 Mar 1450.00 (SPX1816C1450-E),1221.75,0.0,1276.40,1284.70,0,8,18 Mar 1450.00 (SPX1816O1450-E),0.15,0.0,0.05,0.30,0,4251,
18 Mar 1450.00 (SPXW1816C1450-E),0.0,0.0,1269.10,1285.20,0,0,18 Mar 1450.00 (SPXW1816O1450-E),0.08,0.0,0.15,0.25,0,275,
18 Mar 1475.00 (SPX1816C1475),1195.80,0.0,1251.40,1259.70,0,5,18 Mar 1475.00 (SPX1816O1475),0.30,0.0,0.10,0.30,0,15329,
18 Mar 1475.00 (SPXW1816C1475),0.0,0.0,1245.20,1261.10,0,0,18 Mar 1475.00 (SPXW1816O1475),1.05,0.0,0.15,0.30,0,677,
18 Mar 1475.00 (SPX1816C1475-E),1195.80,0.0,1251.40,1259.70,0,5,18 Mar 1475.00 (SPX1816O1475-E),0.30,0.0,0.10,0.30,0,15329,
18 Mar 1475.00 (SPXW1816C1475-E),0.0,0.0,1245.20,1261.10,0,0,18 Mar 1475.00 (SPXW1816O1475-E),1.05,0.0,0.15,0.30,0,677,
18 Mar 1500.00 (SPX1816C1500),1177.40,0.0,1226.50,1234.80,0,3292,18 Mar 1500.00 (SPX1816O1500),0.19,-0.01,0.15,0.30,13,24904,
18 Mar 1500.00 (SPXW1816C1500),0.0,0.0,1220.30,1235.90,0,0,18 Mar 1500.00 (SPXW1816O1500),0.20,0.0,0.15,0.30,0,5151,
18 Mar 1500.00 (SPX1816C1500-E),1177.40,0.0,1226.50,1234.80,0,3292,18 Mar 1500.00 (SPX1816O1500-E),0.19,-0.01,0.15,0.30,13,24904,
18 Mar 1500.00 (SPXW1816C1500-E),0.0,0.0,1220.30,1235.90,0,0,18 Mar 1500.00 (SPXW1816O1500-E),0.20,0.0,0.15,0.30,0,5151,
18 Mar 1525.00 (SPX1816C1525),1145.95,0.0,1201.60,1209.90,0,293,18 Mar 1525.00 (SPX1816O1525),0.20,0.0,0.15,0.30,0,7316,
18 Mar 1525.00 (SPXW1816C1525),0.0,0.0,1194.30,1210.40,0,0,18 Mar 1525.00 (SPXW1816O1525),1.10,0.0,0.0,0.30,0,980,
18 Mar 1525.00 (SPX1816C1525-E),1145.95,0.0,1201.60,1209.90,0,293,18 Mar 1525.00 (SPX1816O1525-E),0.20,0.0,0.15,0.30,0,7316,
18 Mar 1525.00 (SPXW1816C1525-E),0.0,0.0,1194.30,1210.40,0,0,18 Mar 1525.00 (SPXW1816O1525-E),1.10,0.0,0.0,0.30,0,980,
18 Mar 1550.00 (SPX1816C1550),1122.05,0.0,1176.60,1184.90,0,7,18 Mar 1550.00 (SPX1816O1550),0.30,0.0,0.20,0.30,2,11890,
18 Mar 1550.00 (SPXW1816C1550),0.0,0.0,1170.40,1186.00,0,0,18 Mar 1550.00 (SPXW1816O1550),0.30,-0.90,0.0,0.30,10,638,
18 Mar 1550.00 (SPX1816C1550-E),1122.05,0.0,1176.60,1184.90,0,7,18 Mar 1550.00 (SPX1816O1550-E),0.30,0.0,0.20,0.30,2,11890,
18 Mar 1550.00 (SPXW1816C1550-E),0.0,0.0,1170.40,1186.00,0,0,18 Mar 1550.00 (SPXW1816O1550-E),0.30,-0.90,0.0,0.30,10,638,
18 Mar 1575.00 (SPX1816C1575),1102.60,0.0,1151.70,1160.00,0,5,18 Mar 1575.00 (SPX1816O1575),0.30,+0.05,0.15,0.35,1710,13108,
18 Mar 1575.00 (SPXW1816C1575),0.0,0.0,1145.50,1161.40,0,0,18 Mar 1575.00 (SPXW1816O1575),0.30,0.0,0.25,0.40,0,837,
18 Mar 1575.00 (SPX1816C1575-E),1102.60,0.0,1151.70,1160.00,0,5,18 Mar 1575.00 (SPX1816O1575-E),0.30,+0.05,0.15,0.35,1710,13108,
18 Mar 1575.00 (SPXW1816C1575-E),0.0,0.0,1145.50,1161.40,0,0,18 Mar 1575.00 (SPXW1816O1575-E),0.30,0.0,0.25,0.40,0,837,
18 Mar 1600.00 (SPX1816C1600),1071.20,0.0,1126.80,1135.10,0,7,18 Mar 1600.00 (SPX1816O1600),0.30,-0.05,0.20,0.40,200,17408,
18 Mar 1600.00 (SPXW1816C1600),0.0,0.0,1119.50,1136.20,0,0,18 Mar 1600.00 (SPXW1816O1600),0.30,-0.10,0.30,0.40,20,1379,
18 Mar 1600.00 (SPX1816C1600-E),1071.20,0.0,1126.80,1135.10,0,7,18 Mar 1600.00 (SPX1816O1600-E),0.30,-0.05,0.20,0.40,200,17408,
18 Mar 1600.00 (SPXW1816C1600-E),0.0,0.0,1119.50,1136.20,0,0,18 Mar 1600.00 (SPXW1816O1600-E),0.30,-0.10,0.30,0.40,20,1379,
18 Mar 1625.00 (SPX1816C1625),1046.30,0.0,1101.90,1110.10,0,2,18 Mar 1625.00 (SPX1816O1625),0.45,0.0,0.25,0.45,0,3993,
18 Mar 1625.00 (SPXW1816C1625),0.0,0.0,1095.70,1111.00,0,0,18 Mar 1625.00 (SPXW1816O1625),1.45,0.0,0.30,0.45,0,348,
18 Mar 1625.00 (SPX1816C1625-E),1046.30,0.0,1101.90,1110.10,0,2,18 Mar 1625.00 (SPX1816O1625-E),0.45,0.0,0.25,0.45,0,3993,
18 Mar 1625.00 (SPXW1816C1625-E),0.0,0.0,1095.70,1111.00,0,0,18 Mar 1625.00 (SPXW1816O1625-E),1.45,0.0,0.30,0.45,0,348,
18 Mar 1650.00 (SPX1816C1650),1021.35,0.0,1076.90,1085.20,0,3,18 Mar 1650.00 (SPX1816O1650),0.40,0.0,0.30,0.50,0,8434,
18 Mar 1650.00 (SPXW1816C1650),0.0,0.0,1070.40,1086.20,0,0,18 Mar 1650.00 (SPXW1816O1650),0.40,-0.10,0.35,0.50,40,498,
18 Mar 1650.00 (SPX1816C1650-E),1021.35,0.0,1076.90,1085.20,0,3,18 Mar 1650.00 (SPX1816O1650-E),0.40,0.0,0.30,0.50,0,8434,
18 Mar 1650.00 (SPXW1816C1650-E),0.0,0.0,1070.40,1086.20,0,0,18 Mar 1650.00 (SPXW1816O1650-E),0.40,-0.10,0.35,0.50,40,498,
18 Mar 1675.00 (SPX1816C1675),973.30,0.0,1052.00,1060.30,0,4,18 Mar 1675.00 (SPX1816O1675),0.45,0.0,0.35,0.55,0,4125,
18 Mar 1675.00 (SPXW1816C1675),0.0,0.0,1045.10,1061.70,0,0,18 Mar 1675.00 (SPXW1816O1675),1.65,0.0,0.40,0.55,0,585,
18 Mar 1675.00 (SPX1816C1675-E),973.30,0.0,1052.00,1060.30,0,4,18 Mar 1675.00 (SPX1816O1675-E),0.45,0.0,0.35,0.55,0,4125,
18 Mar 1675.00 (SPXW1816C1675-E),0.0,0.0,1045.10,1061.70,0,0,18 Mar 1675.00 (SPXW1816O1675-E),1.65,0.0,0.40,0.55,0,585,
18 Mar 1700.00 (SPX1816C1700),951.50,0.0,1027.10,1035.40,0,266,18 Mar 1700.00 (SPX1816O1700),0.40,-0.10,0.35,0.60,48,28798,
18 Mar 1700.00 (SPXW1816C1700),0.0,0.0,1020.20,1036.30,0,0,18 Mar 1700.00 (SPXW1816O1700),0.50,-1.40,0.45,0.60,39,671,
18 Mar 1700.00 (SPX1816C1700-E),951.50,0.0,1027.10,1035.40,0,266,18 Mar 1700.00 (SPX1816O1700-E),0.40,-0.10,0.35,0.60,48,28798,
18 Mar 1700.00 (SPXW1816C1700-E),0.0,0.0,1020.20,1036.30,0,0,18 Mar 1700.00 (SPXW1816O1700-E),0.50,-1.40,0.45,0.60,39,671,
18 Mar 1725.00 (SPX1816C1725),924.10,0.0,1002.20,1010.40,0,1,18 Mar 1725.00 (SPX1816O1725),0.65,0.0,0.45,0.65,0,4873,
18 Mar 1725.00 (SPXW1816C1725),0.0,0.0,995.20,1011.10,0,0,18 Mar 1725.00 (SPXW1816O1725),1.85,0.0,0.45,0.60,0,862,
18 Mar 1725.00 (SPX1816C1725-E),924.10,0.0,1002.20,1010.40,0,1,18 Mar 1725.00 (SPX1816O1725-E),0.65,0.0,0.45,0.65,0,4873,
18 Mar 1725.00 (SPXW1816C1725-E),0.0,0.0,995.20,1011.10,0,0,18 Mar 1725.00 (SPXW1816O1725-E),1.85,0.0,0.45,0.60,0,862,
18 Mar 1750.00 (SPX1816C1750),898.60,0.0,977.30,985.50,0,2,18 Mar 1750.00 (SPX1816O1750),0.80,0.0,0.45,0.70,0,9565,
18 Mar 1750.00 (SPXW1816C1750),0.0,0.0,971.10,986.50,0,0,18 Mar 1750.00 (SPXW1816O1750),1.95,0.0,0.50,0.65,0,628,
18 Mar 1750.00 (SPX1816C1750-E),898.60,0.0,977.30,985.50,0,2,18 Mar 1750.00 (SPX1816O1750-E),0.80,0.0,0.45,0.70,0,9565,
18 Mar 1750.00 (SPXW1816C1750-E),0.0,0.0,971.10,986.50,0,0,18 Mar 1750.00 (SPXW1816O1750-E),1.95,0.0,0.50,0.65,0,628,
18 Mar 1775.00 (SPX1816C1775),763.95,0.0,952.40,960.60,0,4,18 Mar 1775.00 (SPX1816O1775),0.90,0.0,0.55,0.75,0,8108,
18 Mar 1775.00 (SPXW1816C1775),0.0,0.0,946.20,961.90,0,0,18 Mar 1775.00 (SPXW1816O1775),2.05,0.0,0.60,0.70,0,460,
18 Mar 1775.00 (SPX1816C1775-E),763.95,0.0,952.40,960.60,0,4,18 Mar 1775.00 (SPX1816O1775-E),0.90,0.0,0.55,0.75,0,8108,
18 Mar 1775.00 (SPXW1816C1775-E),0.0,0.0,946.20,961.90,0,0,18 Mar 1775.00 (SPXW1816O1775-E),2.05,0.0,0.60,0.70,0,460,
18 Mar 1785.00 (SPX1816C1785),896.30,0.0,942.40,950.70,0,0,18 Mar 1785.00 (SPX1816O1785),0.80,0.0,0.55,0.75,0,1464,
18 Mar 1785.00 (SPX1816C1785-E),896.30,0.0,942.40,950.70,0,0,18 Mar 1785.00 (SPX1816O1785-E),0.80,0.0,0.55,0.75,0,1464,
18 Mar 1800.00 (SPX1816C1800),892.95,+61.15,927.50,935.70,1,14,18 Mar 1800.00 (SPX1816O1800),0.75,+0.10,0.55,0.75,1000,10874,
18 Mar 1800.00 (SPXW1816C1800),0.0,0.0,921.30,937.10,0,0,18 Mar 1800.00 (SPXW1816O1800),2.35,0.0,0.65,0.75,0,531,
18 Mar 1800.00 (SPX1816C1800-E),892.95,+61.15,927.50,935.70,1,14,18 Mar 1800.00 (SPX1816O1800-E),0.75,+0.10,0.55,0.75,1000,10874,
18 Mar 1800.00 (SPXW1816C1800-E),0.0,0.0,921.30,937.10,0,0,18 Mar 1800.00 (SPXW1816O1800-E),2.35,0.0,0.65,0.75,0,531,
18 Mar 1810.00 (SPX1816C1810),0.0,0.0,917.50,925.70,0,0,18 Mar 1810.00 (SPX1816O1810),0.75,0.0,0.60,0.80,0,587,
18 Mar 1810.00 (SPXW1816C1810),0.0,0.0,910.60,926.90,0,0,18 Mar 1810.00 (SPXW1816O1810),2.35,0.0,0.65,0.80,0,89,
18 Mar 1810.00 (SPX1816C1810-E),0.0,0.0,917.50,925.70,0,0,18 Mar 1810.00 (SPX1816O1810-E),0.75,0.0,0.60,0.80,0,587,
18 Mar 1810.00 (SPXW1816C1810-E),0.0,0.0,910.60,926.90,0,0,18 Mar 1810.00 (SPXW1816O1810-E),2.35,0.0,0.65,0.80,0,89,
18 Mar 1820.00 (SPX1816C1820),0.0,0.0,907.50,915.80,0,0,18 Mar 1820.00 (SPX1816O1820),1.20,0.0,0.60,0.85,0,615,
